page,file,bytes,sha256,width_px,height_px,ink_left_px,ink_top_px,ink_right_px,ink_bottom_px,outer_5px_ink
76,page-076.png,312233,a63c621f2c523877528ae36312622ff857631908ebf07b69e3b660c2683d6953,935,1210,110,74,110,83,0
77,page-077.png,241098,30a9cf5ebaacea262d77dec4c6c4b34f567a676cd97fcc0385705622ff00e003,935,1210,110,74,109,84,0
78,page-078.png,269134,3f1cb2f69b9ad24d93fb9cccb34ed94f21efeb51c57cc739b78e866c28df9260,935,1210,110,74,107,85,0
79,page-079.png,306180,052883e8a9fce32e83487a96fbdf8931e324e0a1425d1266d0ead4cc5c7ba760,935,1210,110,74,109,84,0
80,page-080.png,281172,64fc7b323048c01fde52ea85222222810b878639d8aae1443f0a2f6ebb1a18d7,935,1210,110,74,109,84,0
81,page-081.png,285840,82b0f11457bb3f4d2f348c2a9e7735319d6e413ac35d7770dd8c3fe571578493,935,1210,109,74,109,84,0
82,page-082.png,269733,b64cab03c4e172e854df1d9591d0d038bacecb181359345292c9f4f0baee6ee5,935,1210,109,74,109,84,0
83,page-083.png,275663,3a738e469cb645489b40d0ed59f8de489a1e51a2ce489096e8349edded2fc878,935,1210,109,74,109,84,0
84,page-084.png,259760,150146d975ff49fe3563a402387aaa43bc499881a1c91698e78c0b0c571ccb2f,935,1210,110,74,109,83,0
85,page-085.png,186418,e223644bf9ccb889d83cb73699177c882ee86cd9bed04ef766e049fc896ad95c,935,1210,110,74,109,602,0
86,page-086.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
87,page-087.png,236624,dd81f7701a2a1ae8fbd7a843955c120183aec3f0478a6701c07e107bbc9c7bea,935,1210,109,175,110,60,0
88,page-088.png,283632,e135b15b2c8aeb3db97dfb511d8ace4f71958f9e3222bba3bc1c98c63ad3af7a,935,1210,110,74,109,84,0
89,page-089.png,282854,5dc053b271546434c9fd44ae0f3fa1a679b167c8fa9d26a8d1596ff0164146ab,935,1210,110,74,109,84,0
90,page-090.png,305770,d4de386fa9ca901ccd1d7ad345f6dd76fffb2ec5e09f0b162128fb5e1bdfcd88,935,1210,110,74,109,84,0
91,page-091.png,346073,e97e84a3ddf9965ff17bc2f6d84a85249b69cbf42cf15bac11852dcc961c1598,935,1210,109,74,110,84,0
92,page-092.png,343542,302b69c29a27c43808ed6ceecf33b1085d81c2f92a4f3b5fe95997f2a90b1970,935,1210,110,74,109,84,0
93,page-093.png,305404,0661d51fe1a9683a8e9944ec19d682e25815c452663f8fdd8f5ddede4beb8ecf,935,1210,109,74,109,84,0
94,page-094.png,295068,8af6d46c9027e106ddd8291cfcb59c0e8d382d041a5b346b1622cf47cb49044e,935,1210,110,74,109,83,0
95,page-095.png,281488,42d0cb3157887f797ba4ac54d11754e2d3bbe2fc717423f6dd37f8f3258b3749,935,1210,110,74,109,84,0
96,page-096.png,270684,7ac843f3bf170ce712768b38e3570cd0a5d1b438344c4fe8bf2e6f68f9b50ca0,935,1210,110,74,109,84,0
97,page-097.png,214399,059cda077c4205e1687454155a57a30ea4742c9cf9722eab6b0fdec4bf9b6155,935,1210,109,74,109,84,0
98,page-098.png,187019,9ad160c6f1792a77e5daaaeff11739a10d018ec4d07b4e4b1670e8e0106da987,935,1210,110,74,110,84,0
99,page-099.png,352408,ae2de12d186eea08c0d0816f6cf6b6e6d5d42edb9525096ee883e263308165ae,935,1210,110,74,110,81,0
100,page-100.png,274824,968801fafddf3249c8e253301652c5fdb10f560b74c99026f5ffbd34731e7aab,935,1210,110,74,109,87,0
101,page-101.png,302245,9e0c16ef6a9d41f54087ddc61735a5195ee7c2a367e752267f7a15e679e2279c,935,1210,110,74,109,84,0
102,page-102.png,232855,53698652d37cd0dd4401adbd62d5fa292a673e0d8efd8bd09ac5c431f3560a5c,935,1210,109,74,109,83,0
103,page-103.png,257363,02aa6f76ec17c89e9934a0e37acca326bf5a025cebfc828a4b1814875c4baec3,935,1210,109,74,110,84,0
104,page-104.png,310457,42b3a7e2337ee2a962df1cd796ec4b09ba79a4b85bd91080884b010427db2367,935,1210,110,74,109,83,0
105,page-105.png,320951,5833ee61f4b35b6d8788d1229b6652893be163ae83eb763cc8d507885946ce88,935,1210,109,74,109,87,0
106,page-106.png,305430,bae88dc667dcb2eb6fe64a93485651b8e565b149b6269004e0b4109454328c80,935,1210,110,74,109,84,0
107,page-107.png,29902,67d2026791734f68824546e71bdc49b50305e41c60a53abb4e56600c023909d5,935,1210,110,74,110,1022,0
108,page-108.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
109,page-109.png,255721,d63683701ef505da724c735380b4d4115092259564818e3d568a5e069ee0c8cb,935,1210,110,175,109,60,0
110,page-110.png,276048,89934a4e01b8169294c1546e12d16a5d40eec995507fe41314d90b9a63a2f9e2,935,1210,110,74,109,83,0
111,page-111.png,348918,c9faddd9144bba594a516b8b173c2edeac44f30ce192c1f70b1433ba936fbd70,935,1210,109,74,110,86,0
112,page-112.png,278781,9f9d0e19cd6ac5b4d340c0c16ab71bdfb1eedfed7af3371ccff974bc98211806,935,1210,109,74,106,84,0
113,page-113.png,259551,62e08ebf6df652d9a72451eceeb6191ec3e8e46a5591b20ef179f6cb931e11b3,935,1210,109,74,109,84,0
114,page-114.png,133225,1e2312fe1d696163e94d6734bebdc81b2746e6a9150c670c389eb20fe698e7da,935,1210,109,74,110,644,0
115,page-115.png,216304,d7aedccfcf392b8148961d5463145b4447338159a1c69dd7023acddf51f360e4,935,1210,110,175,109,60,0
116,page-116.png,275063,28ddf2aa85353b6d84a683fdda1309d3c8c6d26d5e853215c107768383091a78,935,1210,109,74,109,87,0
117,page-117.png,265936,8767b525da39b5e22df8d55fa5375b413d40507b9f05ce6a2176da3ee48982f8,935,1210,110,74,109,82,0
118,page-118.png,296957,300cf9dd972f69e7d363d1460bc8289ebb4632da03b8df39ec482f9daeaf37c3,935,1210,110,74,109,87,0
119,page-119.png,250266,82948fc596e2430f6a4d0f4c5d4031ce8cc5c7651d1b1a28c901e25e6128d082,935,1210,110,74,109,81,0
120,page-120.png,310825,dbdda550465bbaee7d008fee6eccc56a83632f1b9741ed3b38655a497caf491e,935,1210,110,74,109,84,0
121,page-121.png,183824,0f6e7862287b96d70dcd8925c9860dd2bfccc24daa66189d44b2b6e9caa64523,935,1210,110,74,110,338,0
122,page-122.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
123,page-123.png,250474,1a89be5ad8d544c469711483b75aaf27d23a1b1be8961564588a21c0464b9232,935,1210,110,175,109,61,0
124,page-124.png,327287,7fece2a5e0a42223fc0530d4ec09fec27a7769585e484e4815c0c8d51541aa9e,935,1210,109,74,109,84,0
125,page-125.png,303804,1f0d2fa94b058723b42a07e5c5cca71ee75c2c744150ca164d9f4db55227919d,935,1210,110,74,109,84,0
126,page-126.png,281626,3a5b3de30384c101a1d115efb674f153012ac09515b808818cf48aba2decfe64,935,1210,110,74,109,84,0
127,page-127.png,285572,5de53ae4ef91561e5251e040a153563e6afaba4c464f74396f8850d4159fbdb5,935,1210,109,74,109,84,0
128,page-128.png,314756,1a56c0ea50371008da181bba6068abf68281d8b488b7784b5baa9bd6b2e9f857,935,1210,109,74,109,83,0
129,page-129.png,287445,584387d1d39f43a9e231312d74d8ff5df4c04d49343c8d97704b9fe4d0de8702,935,1210,110,74,109,87,0
130,page-130.png,257242,1c241fc290acc28cd75932256d9134294b8ecbc370dd7abfb035a6b550b335d0,935,1210,109,74,109,84,0
131,page-131.png,294013,807fdd67d8ff22f74cbb851cdba58be1dff7e4a9fa39bdb9508af8ef10a86cf4,935,1210,109,72,109,83,0
132,page-132.png,113591,27c8ce0c2285ba752f4e35b67c791b42a58999762cf3216aa71e4f6a3f9bdcf6,935,1210,110,74,109,745,0
133,page-133.png,168931,16be96eb69ce16934c5509c3106933727a1e9971863dfa06aa60da2566a38301,935,1210,109,175,110,61,0
134,page-134.png,303161,779d5bac93b8c2f71a3871b4ae769f74e06d031daae4bea02f638aa3481f45c3,935,1210,110,74,109,84,0
135,page-135.png,314095,9eca5e548c6825087e9d9ebab834d1bcbcf4ef74147ed830dc32d3ef892d4649,935,1210,110,74,109,82,0
136,page-136.png,265695,dc0219ddd16b1e2c2c464f1159624bf1dcdc9b2723d95f5492d61eaae508dc6d,935,1210,110,74,110,84,0
137,page-137.png,264177,447bbb76ca8d4d5f87ab0b1857131e4b892606225adfc9b441235fb354481049,935,1210,110,74,110,83,0
138,page-138.png,262470,08e8ca067f55ea54247111569f68732b44e4a33dc9848cb3f772c0e374dff19e,935,1210,109,74,109,83,0
139,page-139.png,253766,9e9a3a526093f7bd467dd1470ea5679226a3c44cb628d4a8d0244e8e14a59fd4,935,1210,110,74,109,84,0
140,page-140.png,248591,f17d988e45af122043056b970943a968a89f1dca10652f79704fa6906614575f,935,1210,110,74,110,83,0
141,page-141.png,232417,9cbd2d76d2d622678ed4ff791e25ab97bf76d3362956662d9d1c16c319dcac71,935,1210,110,74,109,84,0
142,page-142.png,262691,e2d6e68bc3f2f61ac8b19b7b7cecc3b6b663ebdafdb86c4ec051c6d9e96a6342,935,1210,110,74,109,87,0
143,page-143.png,236642,e0ef6ee4a75939506b8065f73e119cee777bae11c9584e924dc9e4f776e9a882,935,1210,110,74,109,139,0
144,page-144.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
145,page-145.png,223965,a1d719fc435f0c48fadf79a5433c4307b63b7f7c14f9a25406715bf0540dcaf0,935,1210,110,175,109,60,0
146,page-146.png,256741,8dd0fef2da934ecb6928990b4a1308dd90491cabe07f41b9a1a4519cb941ea59,935,1210,110,74,110,84,0
147,page-147.png,254237,739b20e7c1773acf9055ba218a35cb8938dcb8d060df6899c5aa0f1b831bf968,935,1210,110,74,109,87,0
148,page-148.png,285962,66b3d3ba8a8744c64f42aa7ed915c74c5ec87606c98795b039de0f38ed5c4cfa,935,1210,109,74,109,84,0
149,page-149.png,260688,af7f90868a47b03b824caf52c10c34e76a5736f750c9e936ef3b6c2534362545,935,1210,109,74,93,84,0
150,page-150.png,231334,3e960cef49386e26805581590cab5cf20633fdf4ac77195925fdb836491b6719,935,1210,110,74,110,84,0
151,page-151.png,268020,e031e98149a45dd146d4d3467f4a948ddfcac08f7e1ed5317a8e469687f64dba,935,1210,110,74,109,83,0
152,page-152.png,296291,71c37cc5124f4471f5643aaa53575b13873f0a5ce6812ba6b8844b02de0174f8,935,1210,109,74,109,83,0
153,page-153.png,266444,4a0d9f4583ea77cd10c3fa6a37336a8241d84ba0713a3409425a323706298fa9,935,1210,110,74,109,297,0
154,page-154.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
155,page-155.png,256436,d72d9f2c671afc41e2a6586d59e7ecff0d090770d3988fb5bcf6fe9cc0607e4b,935,1210,110,175,109,60,0
156,page-156.png,302081,09fc2b918f51fb65356ae832e66020afe12b97a8448f6435b6c75583c6595c95,935,1210,110,74,107,84,0
157,page-157.png,299802,b54c50cc1804fe11a436b709eb62eb2039424e0da899e148143a710b6fb7dde4,935,1210,110,74,109,87,0
158,page-158.png,214702,d203c59771675245534b2055e2c4244c811b5279e6e00260fa4d05d60adb2b5b,935,1210,110,74,109,84,0
159,page-159.png,229507,b2197b8b6ef56a133337e8ee38bcb2c6e4c5224f9d78f3021d4c124e28898534,935,1210,110,74,109,83,0
160,page-160.png,227799,1e3bc7e8a7b271a5f1152257d529f1309eae100f0f06d595718970a86c51622d,935,1210,110,74,110,84,0
161,page-161.png,295765,1f5f050587a9bf867cfb33b0013b608a1216b9e1da7465b448855b18336c6570,935,1210,110,74,109,84,0
162,page-162.png,237437,1ab2ea7215a6294d9b6745b49dd88536ba41179992e1846b849bcd515a9b5e5b,935,1210,109,74,110,84,0
163,page-163.png,236822,1a9b2014a326b91f243a519056a53388e6b897e95a794944aea09a2b7ba1092f,935,1210,110,74,109,84,0
164,page-164.png,281341,46fc1ceff55dccf560d217ecaeb15d5c40f2020fcab368fa33e7e7f03b15cda5,935,1210,110,74,109,84,0
165,page-165.png,278636,5978275c41e3563976958293bd739ab4e7610dbd2e9370d8bcca33cd4b4278eb,935,1210,110,74,109,84,0
166,page-166.png,254560,398b40d2b10b7cb5f5d402751d26364eec7dce3ea6f0069a0ae11617fe0ed8ab,935,1210,109,74,109,83,0
167,page-167.png,218131,2d8aca899e771e66473b86ceb9cc017fb16ae41c8062e6745573ce2925b2274f,935,1210,110,74,109,95,0
168,page-168.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
169,page-169.png,227239,6f8561fef0956ea6922337f50be06a4a1cbb96451b757f1a0e2b47fe4a7c2c15,935,1210,109,175,109,60,0
170,page-170.png,314465,d2090cb9fe990b959c7284ffe8c3ca058d11d862329f304ca798df5fe44ee00d,935,1210,109,74,109,84,0
171,page-171.png,308569,171a72f018a4178468b28773c661f17d9de4ab297cdf68f19693254800ee92c6,935,1210,110,74,109,151,0
172,page-172.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
173,page-173.png,287855,aea74cb820f7420c8123c42b60d766b466d375979d37238e3f388cdcd8f875af,935,1210,109,175,109,60,0
174,page-174.png,258696,d51d7af2e6a28f4dab903c3396115a91dad30f652304c7b245d27b74bb0b9e2e,935,1210,110,74,109,83,0
175,page-175.png,270266,cea49601c7363c1f297976e8b14e93dbb39239b0b6f1bc36a7a5ad9b80cbbe0a,935,1210,109,74,109,84,0
176,page-176.png,275480,f111d42e3fce1727179fdfccb2ba6316570d3a65f894e846a82ed3391b78d52c,935,1210,110,74,109,84,0
177,page-177.png,289819,408b00c4ca067ddf902297d7edfa0626b8a75e4aca491f3665ebafd13acc6526,935,1210,110,74,110,84,0
178,page-178.png,281245,778ed6624f742fd41dce8435ccb867171688d2165ee0f9b1d4fc513c89fa0a22,935,1210,110,74,109,84,0
179,page-179.png,367730,2513326ca1da8ae418d1915d1de6bc7bc379562b644c1e738a826d14a9567775,935,1210,109,74,109,84,0
180,page-180.png,200132,963bafd03674663d0aad45a1bfcec13fed2fee28393b94c7db826ec59b63c8da,935,1210,110,74,109,492,0
181,page-181.png,207116,059d13ed5322561dca62c52df6325acbe359a861e9f495b2f02298138e4ba9e0,935,1210,110,175,109,60,0
182,page-182.png,231187,98b860d517b6297565765036b4e8b800dd07d57c741a8a376d8eb9809f1f9751,935,1210,109,74,109,84,0
183,page-183.png,303515,0e8d26bfa604fcd62582fae0fe202a226cf81eac1659e37cc657a0f36e8ce3f8,935,1210,109,74,109,84,0
184,page-184.png,259470,0c2eba4052ffbe77c22fcbad4be73c884295842c519f8bdcf73ad645a83c9b2b,935,1210,109,74,109,84,0
185,page-185.png,222066,d9d158f9e6d8454bfd91df0a42d4c84a41afa06c05e3152293748fc8f12a22b7,935,1210,110,74,109,357,0
186,page-186.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
187,page-187.png,246274,04f81931c43772c3a8dce8e0c56c41b053eda8574d1b8295db6c560012b78e83,935,1210,110,175,109,60,0
188,page-188.png,285309,a05d60f3a1e406bd74d4a68eef111ac9429045ff9a2aa08cdfb606568914790f,935,1210,110,74,109,84,0
189,page-189.png,267704,94be1326c9c34e428093b42e388325e932a02b2a90a98fce484995ce1e7bdc6c,935,1210,110,74,109,84,0
190,page-190.png,346239,71da8009e6c2d74c0bf4caa5377747ff9557c0e8fbd20cc9e37a3ffadcd809ec,935,1210,109,74,109,83,0
191,page-191.png,274405,32f0070cc6409af1a80b131cea7c83937945061eb27a72440d50dca564cdf970,935,1210,110,74,109,84,0
192,page-192.png,157124,082c5a5f87550da5d242006f92f38e9a9e56a3afa742afdb3d620bdf1cf3c4e5,935,1210,110,74,109,87,0
193,page-193.png,274347,a40bf3bd5d87dc68f2dbc94d622c4c474e3fb24feb248f6a37f3b58c0c4144f2,935,1210,110,74,109,83,0
194,page-194.png,280335,fd314d1f78eab0285410016bc8ebbd0f48a4b2ce15918d7acd65ee0f5b8243ae,935,1210,109,74,109,82,0
195,page-195.png,255118,29a530b7dd30c58a9d31d2333dca6947a37cbcdf961048879630d107ad7effc4,935,1210,109,74,110,84,0
196,page-196.png,288123,bb162d3ee34c8c4873fbf575fea4119898b20ed2bb04bb0d68c93fb72a892241,935,1210,109,74,107,87,0
197,page-197.png,205935,5147765d7133009494888b88b340dae41c0468f541a4c82a2c9db5b59a3c5acf,935,1210,110,74,109,97,0
198,page-198.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
199,page-199.png,258883,4d2d77d0c58eb40d6f0a1396dbad54606abfc7b0291903ac7bbb76aaacf9cfc7,935,1210,109,175,109,60,0
200,page-200.png,298643,f986ce01b8075c650893bb4dd90224721e06e1b73faa0af4b507fee8aee7a1e2,935,1210,109,74,109,84,0
201,page-201.png,292655,f732c47a975d16c4c7fff78cd75be5674ab9be9c89d9623e054f1317064afcc2,935,1210,109,74,78,84,0
