page,file,bytes,sha256,width_px,height_px,ink_left_px,ink_top_px,ink_right_px,ink_bottom_px,outer_5px_ink
144,page-144.png,296326,aa339ca55d756f772e3a4023db7d452ede8416d2108ee29b34afcd5c643d4104,935,1210,109,74,109,83,0
145,page-145.png,266444,4a0d9f4583ea77cd10c3fa6a37336a8241d84ba0713a3409425a323706298fa9,935,1210,110,74,109,297,0
146,page-146.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
147,page-147.png,256436,d72d9f2c671afc41e2a6586d59e7ecff0d090770d3988fb5bcf6fe9cc0607e4b,935,1210,110,175,109,60,0
148,page-148.png,301958,45ec40713e02df79a2c61be7d7a81adcbb09d98d7c542413a723cb229c2a6447,935,1210,110,74,107,84,0
149,page-149.png,300354,7d79cfa38e4d023d3201370567260fc0bc72b1a4a4e52ddaae9f7a23f11286af,935,1210,110,74,109,87,0
150,page-150.png,214702,d203c59771675245534b2055e2c4244c811b5279e6e00260fa4d05d60adb2b5b,935,1210,110,74,109,84,0
151,page-151.png,229507,b2197b8b6ef56a133337e8ee38bcb2c6e4c5224f9d78f3021d4c124e28898534,935,1210,110,74,109,83,0
152,page-152.png,227799,1e3bc7e8a7b271a5f1152257d529f1309eae100f0f06d595718970a86c51622d,935,1210,110,74,110,84,0
153,page-153.png,295765,1f5f050587a9bf867cfb33b0013b608a1216b9e1da7465b448855b18336c6570,935,1210,110,74,109,84,0
154,page-154.png,237266,fd6aed31b17d063a18896fa4469f751d14fcd3a23565fcbfbc84a0d6a71bb290,935,1210,109,74,110,84,0
155,page-155.png,236822,1a9b2014a326b91f243a519056a53388e6b897e95a794944aea09a2b7ba1092f,935,1210,110,74,109,84,0
156,page-156.png,281341,46fc1ceff55dccf560d217ecaeb15d5c40f2020fcab368fa33e7e7f03b15cda5,935,1210,110,74,109,84,0
157,page-157.png,278838,6515212d42281aafeca6ae14736b5d0f02a60fa09c9b7c64855049d0aab0b75b,935,1210,110,74,109,84,0
158,page-158.png,255909,cf5f1c19c3a01f883496415017c45b99c6d40994b808d8f9b1257425ffcc5aee,935,1210,109,74,109,83,0
159,page-159.png,218025,56ba6611f2c60b3687dfc7f94cce94aedfcbe96f2920a7a1f37a522f0d1c1731,935,1210,110,74,109,95,0
160,page-160.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
161,page-161.png,227145,dfc44f8c21b5fac5ffdac00d7f0f35e5a9202b7bc3658f88ac6e3cb5d6c943a2,935,1210,109,175,109,60,0
162,page-162.png,314465,d2090cb9fe990b959c7284ffe8c3ca058d11d862329f304ca798df5fe44ee00d,935,1210,109,74,109,84,0
163,page-163.png,308681,3182b47d4f9f483a1bb670d92cd0ac0175cd918c93f355c6bc3b1ded8dfbb024,935,1210,110,74,109,151,0
164,page-164.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
165,page-165.png,356983,b0eb7d44adeb50ea6a2d46a2551af6039c4ff2bbb11d53b890f719e05326cd85,935,1210,110,225,110,60,0
166,page-166.png,62081,42ccc97878b21db585971ba4cd69dc076d038c82cab952c675230391ed93b04c,935,1210,110,74,111,970,0
167,page-167.png,275401,18c33e9fe9c570b37b254f98fc1e357549dffb9d48d27a707562e56e08ebcf17,935,1210,109,225,111,60,0
168,page-168.png,215101,d330c4bdc9b65ea0a55e627eb2d0f6485f6755bf5ad4070d032ba65a9fa71116,935,1210,110,74,119,85,0
169,page-169.png,228963,9b26228e981831b90f57e31fa49eb4b13a13f53ab549f2f043d2bdc2b9247b79,935,1210,110,74,110,85,0
170,page-170.png,216849,ffa0cd4bb299227973ee162268de2b56980aa809e7599350630bfaeaea0134b0,935,1210,110,74,195,84,0
171,page-171.png,203835,dbef405aea1b61b942f1616a933c65e3e8a280260dd5f05e7f91ef239c94a13c,935,1210,110,74,110,85,0
172,page-172.png,202229,a22ca9333c139a1f6db84ecdb6f7d6ee585051ce427e1bb72d67c8dd610496d9,935,1210,110,74,141,85,0
173,page-173.png,186849,27f0c57b74c8f936eb57d72a2b913e21e829b96b45b05fb21c5f778d849fa17e,935,1210,110,74,110,85,0
174,page-174.png,202899,c14ca8b17183eb816e2e14681d1597d2264566abc69b5156ef1f92cb75e6daf6,935,1210,109,74,162,85,0
175,page-175.png,222930,247bd9d6f286c56f0b07f0b3fc05f9493347c02aec80cd4f697488bc983bc1e9,935,1210,110,74,111,84,0
176,page-176.png,215680,b9a8cab752de467b7bb1c94c8707cec4f6b2a8c0ac833e78e36f195f3364bc1f,935,1210,110,74,159,84,0
177,page-177.png,210430,650ef2b0d2d863cc9b6a5621984671627f01c432b42483260fcc645bdbf5fc0a,935,1210,110,74,110,85,0
178,page-178.png,204192,ed4320abeebd7b5dac7024ba8a5ac82e823eab22af7cd712a9258d3af590e672,935,1210,110,74,144,85,0
179,page-179.png,202117,defdea3c92e13bbbf92f5d8a01c1b6ba1fff5955372bf36531f87ff9a701d150,935,1210,110,74,110,85,0
180,page-180.png,208178,3bcd7af7be35a3b061865182d7f571661a2cdf262021e46bb8542e422c9089c0,935,1210,110,74,118,85,0
181,page-181.png,233569,d48bd831db8187223bf77cdb8267aa341b7936e5982054bde3fe796eaec781de,935,1210,110,74,110,85,0
182,page-182.png,183171,151a13fb2b5d48ce073e187757ddd7baf519d1392c2c854be5961167a2b639ef,935,1210,110,74,128,85,0
183,page-183.png,73802,7c674ad1cd42efb8108115ded8049225b502268c4e372d8fafa1f8454e8fd746,935,1210,110,74,110,443,0
