page,file,bytes,sha256,width_px,height_px,ink_left_px,ink_top_px,ink_right_px,ink_bottom_px,outer_5px_ink
29,page-029.png,255478,a45b25d33a7c3ebb96216648826a06534d7d9feb0d07dc3464ecf41a55a8fbd6,935,1210,110,175,110,60,0
30,page-030.png,290435,2ef9bfad0940edcb99aa90958d87d1ac60dc36c6d1e570e7005da2f71b74aa5c,935,1210,110,74,109,84,0
31,page-031.png,317391,e124e6e25631a4659518b9a1690532dbf517065bed627217388bf9676bbb0431,935,1210,110,74,109,84,0
32,page-032.png,300853,4c55107ebbcbdd94156f857a36f2badf289c79609d1421ad3f6a0d6a39a5d220,935,1210,109,74,109,84,0
33,page-033.png,322667,9db258011f0c8424d40deb78cd10446fc669a3f33f55aee509c545bcbcc88a0a,935,1210,110,74,109,84,0
34,page-034.png,312976,1d7ad7ed74fed5f964cf20849137b2148c41be04d200a1270f39dd361c68529e,935,1210,110,74,110,84,0
35,page-035.png,278046,73f63b7b7e59165eb0ccabab9aabcf0601710b2fd1b9bcd4fc12327a0f1f0d36,935,1210,109,74,109,84,0
36,page-036.png,327536,a182e5aaba8f40851c8ad07d1ad215553212d1d45f508249ac5b31264afe5a27,935,1210,110,74,109,87,0
37,page-037.png,276008,e1b8ea63721d6368e26cb3c609eb99a53be8c39e1bc6e8d4b1b34d7ef61faacd,935,1210,109,74,110,87,0
38,page-038.png,202355,2843c2e79a7945ee5572b953999e906fd41103e53847067b08e38fb7bbcec8c6,935,1210,109,74,109,84,0
39,page-039.png,317191,0dd5e1c87bae842d27894fef79d5892f45f3a0cdfb02383fe7a15f531b5963b6,935,1210,110,74,109,84,0
40,page-040.png,294768,31a9412fdf2d089810626a8e72c23af37a24ac857a52b1059a71752d2c6b3a13,935,1210,109,74,110,84,0
41,page-041.png,265571,982adb5559379ce72cc8f40b62fa01225754b8f0526488a5510725fbe26d730c,935,1210,110,74,109,84,0
42,page-042.png,328521,86f7087cf0b940306a876e0869860de35ac8497495cc437ea5e555b82e4fc7c9,935,1210,110,74,109,84,0
43,page-043.png,308312,078b1164019bf6e6cb1c6ce080b93b85412647dfbe14ff0bbbc389a6251e7eb1,935,1210,109,74,110,84,0
44,page-044.png,280752,e48ce212544e224d3aa536f86cd9eee5460fd1a9ffea120fe39077a374ac773b,935,1210,110,74,109,84,0
45,page-045.png,300332,38efa86ecdef4f7745b7bad36012a958333112f3ec1b2cbd03e23c263ad75c4f,935,1210,109,74,110,84,0
46,page-046.png,283369,cbf9659188d569bea7542afbe456d8eb2e5ed722fa8ceacf04b9aef92e9a1e48,935,1210,110,74,109,84,0
47,page-047.png,320989,bff9febf519dff9a159184c698ad8d15d39d42640f4a4bf75754798266c1fea0,935,1210,109,74,109,84,0
48,page-048.png,355392,2b4e84b80fc3637640de803b0e637bfc1f948bdbb161b83f00aa71e2c81c5df5,935,1210,110,74,109,84,0
49,page-049.png,231250,143c41743f5f373ce4d3eb87ef4c961633f5d3db133ad831c1555921e2ad355b,935,1210,110,74,109,328,0
50,page-050.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
51,page-051.png,269120,ac279c5652482d0e65f1a57628304ee45c978348d3ce2dfba8d489fdbc8ef3c1,935,1210,109,175,109,60,0
52,page-052.png,259865,bfb8e8e0c33b625ac43571d430f4304766265d3a1bb9b7cbde9fbbe9e2344666,935,1210,109,74,110,83,0
53,page-053.png,257716,773f410aba3bdd871cafa8f9247a78dd18cfed7ad086db3ff713ad305760db94,935,1210,109,74,109,84,0
54,page-054.png,286922,be7f8d85d923f44dfe7519cc93301beeff136050c80e9693efb3b19b6dfeedcd,935,1210,110,74,109,87,0
55,page-055.png,243037,06e7850d3b54fa3ca8f1b578412521fd23f3d2f58bec196ab8e5aa9d8ac0861d,935,1210,110,74,109,83,0
56,page-056.png,281379,f652c271525e67bb9d7a65d95f63abda1c5fd1dc5ed3b08489f015e0c4fefbd8,935,1210,109,74,109,84,0
57,page-057.png,272181,562598f39fe0e29dbddaa937243c07f3a23af416db9da45a79d340294cc90c38,935,1210,110,74,109,81,0
58,page-058.png,308345,768a7911845ebcee4fc656ecebf9994c5ec7f0aa1cd64d357f16ece3a0ebb30d,935,1210,110,74,109,84,0
59,page-059.png,296143,31412a012f949bb79ea2f768d3cfa03035e8d10691a712a4ddc9b8117f814662,935,1210,109,72,109,84,0
60,page-060.png,284545,029b20a96fc7250c9cbca46ac2423f42d59206d9ce78ec28e42e75566728d88f,935,1210,109,74,109,84,0
61,page-061.png,307409,0b8b7dbdeabe3810a43ecec1075b60768f72a47b2dffa3c6956ace75613c53ce,935,1210,109,74,110,84,0
62,page-062.png,234060,00c16070df2fed103504ec252bc97c5b250342c10a8938b0205bea84cb7ac7b8,935,1210,110,74,109,84,0
63,page-063.png,240706,720d8a611a030f9da59a8a77b30dc40e18b3ff57d1d5fe6dc44877f85c26764f,935,1210,110,74,110,84,0
64,page-064.png,237552,72326444a0548bf9df48fa74d45dced0ac7290f866670eacdbe51114f1288bc4,935,1210,110,74,110,84,0
65,page-065.png,240702,ac27e2848bb690cb5cdbe3961a2d8092316c9b4da966ff2252dd6cdf377df29b,935,1210,110,74,110,84,0
66,page-066.png,247694,bc0cd54f834c50677df0984ac572ec3dc883cc80ed7842242228c5960ba6e261,935,1210,110,74,109,184,0
67,page-067.png,255725,bee21b742fad27ccd2011951edfbbf13fbe0b9919ef19f146977a02b028d9e0a,935,1210,109,175,109,60,0
68,page-068.png,287484,fae103da4435b5a2e54d6d9ec4a43c98056dc75a601c917907a1f270674a76d9,935,1210,110,74,109,84,0
69,page-069.png,262210,c1096f45f01d943c914de0b2907b95194ac8fb23120da7a3ffee17fa49caea19,935,1210,110,74,109,84,0
70,page-070.png,312233,a63c621f2c523877528ae36312622ff857631908ebf07b69e3b660c2683d6953,935,1210,110,74,110,83,0
71,page-071.png,241098,30a9cf5ebaacea262d77dec4c6c4b34f567a676cd97fcc0385705622ff00e003,935,1210,110,74,109,84,0
72,page-072.png,269134,3f1cb2f69b9ad24d93fb9cccb34ed94f21efeb51c57cc739b78e866c28df9260,935,1210,110,74,107,85,0
73,page-073.png,306180,052883e8a9fce32e83487a96fbdf8931e324e0a1425d1266d0ead4cc5c7ba760,935,1210,110,74,109,84,0
74,page-074.png,281172,64fc7b323048c01fde52ea85222222810b878639d8aae1443f0a2f6ebb1a18d7,935,1210,110,74,109,84,0
75,page-075.png,285840,82b0f11457bb3f4d2f348c2a9e7735319d6e413ac35d7770dd8c3fe571578493,935,1210,109,74,109,84,0
76,page-076.png,269733,b64cab03c4e172e854df1d9591d0d038bacecb181359345292c9f4f0baee6ee5,935,1210,109,74,109,84,0
77,page-077.png,275663,3a738e469cb645489b40d0ed59f8de489a1e51a2ce489096e8349edded2fc878,935,1210,109,74,109,84,0
78,page-078.png,259760,150146d975ff49fe3563a402387aaa43bc499881a1c91698e78c0b0c571ccb2f,935,1210,110,74,109,83,0
79,page-079.png,186418,e223644bf9ccb889d83cb73699177c882ee86cd9bed04ef766e049fc896ad95c,935,1210,110,74,109,602,0
80,page-080.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
81,page-081.png,236624,dd81f7701a2a1ae8fbd7a843955c120183aec3f0478a6701c07e107bbc9c7bea,935,1210,109,175,110,60,0
82,page-082.png,283632,e135b15b2c8aeb3db97dfb511d8ace4f71958f9e3222bba3bc1c98c63ad3af7a,935,1210,110,74,109,84,0
83,page-083.png,282822,abb383c80b5ea0d63c9000c57b8e8016ba18367cc3c085e6e81d9e006af2d0d3,935,1210,110,74,109,84,0
84,page-084.png,305843,bc779810bc4ed34272e63621b22deaafcefca81367ccb17579a0c5df1324851e,935,1210,110,74,109,84,0
85,page-085.png,346253,a19d1a333d633f5cab4a07011ad7ee07100211644a564860e441c8d301e0eec7,935,1210,109,74,110,84,0
86,page-086.png,343505,a8446f36f8d908f4791213e3173d5acd25c539a2f83ce0caac3a200d678e05ab,935,1210,110,74,109,84,0
87,page-087.png,305404,0661d51fe1a9683a8e9944ec19d682e25815c452663f8fdd8f5ddede4beb8ecf,935,1210,109,74,109,84,0
88,page-088.png,295068,8af6d46c9027e106ddd8291cfcb59c0e8d382d041a5b346b1622cf47cb49044e,935,1210,110,74,109,83,0
89,page-089.png,281614,ee7e02c06be6a32f1af9ba7d0f34917d9bd7ea9ec077b04330882751a538cb3d,935,1210,110,74,109,84,0
90,page-090.png,270684,7ac843f3bf170ce712768b38e3570cd0a5d1b438344c4fe8bf2e6f68f9b50ca0,935,1210,110,74,109,84,0
91,page-091.png,214399,059cda077c4205e1687454155a57a30ea4742c9cf9722eab6b0fdec4bf9b6155,935,1210,109,74,109,84,0
92,page-092.png,187019,9ad160c6f1792a77e5daaaeff11739a10d018ec4d07b4e4b1670e8e0106da987,935,1210,110,74,110,84,0
93,page-093.png,352408,ae2de12d186eea08c0d0816f6cf6b6e6d5d42edb9525096ee883e263308165ae,935,1210,110,74,110,81,0
94,page-094.png,274895,58e164e519139913b9cd0dd0c31f549d050f41d39f6234b08e6d004b8d7f8d8e,935,1210,110,74,109,87,0
95,page-095.png,302245,9e0c16ef6a9d41f54087ddc61735a5195ee7c2a367e752267f7a15e679e2279c,935,1210,110,74,109,84,0
96,page-096.png,232855,53698652d37cd0dd4401adbd62d5fa292a673e0d8efd8bd09ac5c431f3560a5c,935,1210,109,74,109,83,0
97,page-097.png,257363,02aa6f76ec17c89e9934a0e37acca326bf5a025cebfc828a4b1814875c4baec3,935,1210,109,74,110,84,0
98,page-098.png,310457,42b3a7e2337ee2a962df1cd796ec4b09ba79a4b85bd91080884b010427db2367,935,1210,110,74,109,83,0
99,page-099.png,320951,5833ee61f4b35b6d8788d1229b6652893be163ae83eb763cc8d507885946ce88,935,1210,109,74,109,87,0
100,page-100.png,305500,faa1836195cfafc791ed0578c4c79dd8a5bab7faf935b2e1258e3669620b9dc3,935,1210,110,74,109,84,0
101,page-101.png,29902,67d2026791734f68824546e71bdc49b50305e41c60a53abb4e56600c023909d5,935,1210,110,74,110,1022,0
102,page-102.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
103,page-103.png,255721,d63683701ef505da724c735380b4d4115092259564818e3d568a5e069ee0c8cb,935,1210,110,175,109,60,0
104,page-104.png,276048,89934a4e01b8169294c1546e12d16a5d40eec995507fe41314d90b9a63a2f9e2,935,1210,110,74,109,83,0
105,page-105.png,348831,1b288fbed04c87d3cfe19a9eae22a713838e50102b6940c4578f39ae39c81c81,935,1210,109,74,110,86,0
106,page-106.png,279218,1494dede236ae12d349a29abae4f41b6f3d9ebb19a36c8a735577dff3cf30a3d,935,1210,109,74,109,84,0
107,page-107.png,259551,62e08ebf6df652d9a72451eceeb6191ec3e8e46a5591b20ef179f6cb931e11b3,935,1210,109,74,109,84,0
108,page-108.png,133225,1e2312fe1d696163e94d6734bebdc81b2746e6a9150c670c389eb20fe698e7da,935,1210,109,74,110,644,0
109,page-109.png,216304,d7aedccfcf392b8148961d5463145b4447338159a1c69dd7023acddf51f360e4,935,1210,110,175,109,60,0
110,page-110.png,275063,28ddf2aa85353b6d84a683fdda1309d3c8c6d26d5e853215c107768383091a78,935,1210,109,74,109,87,0
111,page-111.png,265936,8767b525da39b5e22df8d55fa5375b413d40507b9f05ce6a2176da3ee48982f8,935,1210,110,74,109,82,0
112,page-112.png,297045,04b8a90dc28ea5be1fdb9b1b81c1f570ed5b332f9cf9de02df91a8fafd6bd8b6,935,1210,110,74,109,87,0
113,page-113.png,250266,82948fc596e2430f6a4d0f4c5d4031ce8cc5c7651d1b1a28c901e25e6128d082,935,1210,110,74,109,81,0
114,page-114.png,310827,8ef87ea0dc432c2528769cb47ef9403760b84d0e2e85ed46d51f2728b3d8757c,935,1210,110,74,109,84,0
115,page-115.png,183824,0f6e7862287b96d70dcd8925c9860dd2bfccc24daa66189d44b2b6e9caa64523,935,1210,110,74,110,338,0
116,page-116.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
117,page-117.png,250474,1a89be5ad8d544c469711483b75aaf27d23a1b1be8961564588a21c0464b9232,935,1210,110,175,109,61,0
118,page-118.png,327287,7fece2a5e0a42223fc0530d4ec09fec27a7769585e484e4815c0c8d51541aa9e,935,1210,109,74,109,84,0
119,page-119.png,303804,1f0d2fa94b058723b42a07e5c5cca71ee75c2c744150ca164d9f4db55227919d,935,1210,110,74,109,84,0
120,page-120.png,281626,3a5b3de30384c101a1d115efb674f153012ac09515b808818cf48aba2decfe64,935,1210,110,74,109,84,0
121,page-121.png,285572,5de53ae4ef91561e5251e040a153563e6afaba4c464f74396f8850d4159fbdb5,935,1210,109,74,109,84,0
122,page-122.png,314756,1a56c0ea50371008da181bba6068abf68281d8b488b7784b5baa9bd6b2e9f857,935,1210,109,74,109,83,0
123,page-123.png,287445,584387d1d39f43a9e231312d74d8ff5df4c04d49343c8d97704b9fe4d0de8702,935,1210,110,74,109,87,0
124,page-124.png,257668,7197191a72b1de32928ee41bdd89b05ccb4f680fc11d808b6ba677e77c19dadd,935,1210,109,74,109,84,0
125,page-125.png,293694,cc42501f208bc8eb5b69e70122fd96643293d57435f687eb9b2f3f12c5cbfe5d,935,1210,109,72,109,83,0
126,page-126.png,113369,d02d1b0678838ab8af58e095cf71017eecaeba08ccb5d067160de1d4a7db60bb,935,1210,110,74,109,745,0
127,page-127.png,168931,16be96eb69ce16934c5509c3106933727a1e9971863dfa06aa60da2566a38301,935,1210,109,175,110,61,0
128,page-128.png,303161,779d5bac93b8c2f71a3871b4ae769f74e06d031daae4bea02f638aa3481f45c3,935,1210,110,74,109,84,0
129,page-129.png,313400,5b065e17e9a82b1b48ebe49ec639b6b78d3b75fc5a2f5b232a2cc3b97c3b4a6b,935,1210,110,74,109,82,0
130,page-130.png,265695,dc0219ddd16b1e2c2c464f1159624bf1dcdc9b2723d95f5492d61eaae508dc6d,935,1210,110,74,110,84,0
131,page-131.png,264177,447bbb76ca8d4d5f87ab0b1857131e4b892606225adfc9b441235fb354481049,935,1210,110,74,110,83,0
132,page-132.png,262791,1a4aa152ef838bf6623686d8c4708c17e1c1275f88b9cbc0c4e6b221ef0a1bfe,935,1210,109,74,109,83,0
133,page-133.png,253846,13804c6f8f9871941da67d9d9c47eaeb02bdbe46758ed97087f553ed200486e0,935,1210,110,74,109,84,0
134,page-134.png,249276,ed06ef542ff2836e34902fe6d070881b64ad8f8f70f20f88ea368f7863029f03,935,1210,110,74,110,83,0
135,page-135.png,232897,34d0178befaafe674d30a89b743153410cc09dcda9728a57a06711256c16fbde,935,1210,110,74,109,84,0
136,page-136.png,262691,e2d6e68bc3f2f61ac8b19b7b7cecc3b6b663ebdafdb86c4ec051c6d9e96a6342,935,1210,110,74,109,87,0
137,page-137.png,236722,d0c8751225adcd3a6b982b365d7bcfdf8e82c8bf4126136a781537ef13f222cf,935,1210,110,74,109,139,0
138,page-138.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
139,page-139.png,223965,a1d719fc435f0c48fadf79a5433c4307b63b7f7c14f9a25406715bf0540dcaf0,935,1210,110,175,109,60,0
140,page-140.png,256741,8dd0fef2da934ecb6928990b4a1308dd90491cabe07f41b9a1a4519cb941ea59,935,1210,110,74,110,84,0
141,page-141.png,254237,739b20e7c1773acf9055ba218a35cb8938dcb8d060df6899c5aa0f1b831bf968,935,1210,110,74,109,87,0
142,page-142.png,285951,26763314d90bb7a55b513cba8a69dec94c77cc4b2fba03903109965ed55f8992,935,1210,109,74,109,84,0
143,page-143.png,260688,af7f90868a47b03b824caf52c10c34e76a5736f750c9e936ef3b6c2534362545,935,1210,109,74,93,84,0
144,page-144.png,231152,1947a3a08c9aac12d70ff33484e223dc8c5579457497902cc0dfafec713fc311,935,1210,110,74,110,84,0
145,page-145.png,267814,55ea7f39cc2f9973982a61793ced100b18ba1ba5063f46f9aa9a8553ae98d5ff,935,1210,110,74,109,83,0
146,page-146.png,296326,aa339ca55d756f772e3a4023db7d452ede8416d2108ee29b34afcd5c643d4104,935,1210,109,74,109,83,0
147,page-147.png,266444,4a0d9f4583ea77cd10c3fa6a37336a8241d84ba0713a3409425a323706298fa9,935,1210,110,74,109,297,0
148,page-148.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
149,page-149.png,256436,d72d9f2c671afc41e2a6586d59e7ecff0d090770d3988fb5bcf6fe9cc0607e4b,935,1210,110,175,109,60,0
150,page-150.png,301958,45ec40713e02df79a2c61be7d7a81adcbb09d98d7c542413a723cb229c2a6447,935,1210,110,74,107,84,0
151,page-151.png,300184,6cd5cc62522f283a3fec7d3dcc0bb871ed1c709502f0f36ded281e1bf07aa526,935,1210,110,74,109,87,0
152,page-152.png,214702,d203c59771675245534b2055e2c4244c811b5279e6e00260fa4d05d60adb2b5b,935,1210,110,74,109,84,0
153,page-153.png,229507,b2197b8b6ef56a133337e8ee38bcb2c6e4c5224f9d78f3021d4c124e28898534,935,1210,110,74,109,83,0
154,page-154.png,227799,1e3bc7e8a7b271a5f1152257d529f1309eae100f0f06d595718970a86c51622d,935,1210,110,74,110,84,0
155,page-155.png,295765,1f5f050587a9bf867cfb33b0013b608a1216b9e1da7465b448855b18336c6570,935,1210,110,74,109,84,0
156,page-156.png,237415,c0968a0276321a194430ececab58320fa9c761c9a8ba7779a3bebeee61f57fc7,935,1210,109,74,110,84,0
157,page-157.png,236822,1a9b2014a326b91f243a519056a53388e6b897e95a794944aea09a2b7ba1092f,935,1210,110,74,109,84,0
158,page-158.png,281341,46fc1ceff55dccf560d217ecaeb15d5c40f2020fcab368fa33e7e7f03b15cda5,935,1210,110,74,109,84,0
159,page-159.png,278838,6515212d42281aafeca6ae14736b5d0f02a60fa09c9b7c64855049d0aab0b75b,935,1210,110,74,109,84,0
160,page-160.png,255946,a2732a30e7de13bed8e0ef64f2ad58663b6f0bb8a01e7cfa9a91d6ea23ab8b0c,935,1210,109,74,109,83,0
161,page-161.png,218025,56ba6611f2c60b3687dfc7f94cce94aedfcbe96f2920a7a1f37a522f0d1c1731,935,1210,110,74,109,95,0
162,page-162.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
163,page-163.png,227208,50034053f7d26850c051afa994dad5afd11e90fd4b008070179739b335346617,935,1210,109,175,109,60,0
164,page-164.png,314465,d2090cb9fe990b959c7284ffe8c3ca058d11d862329f304ca798df5fe44ee00d,935,1210,109,74,109,84,0
165,page-165.png,308666,aee4e8ddf087323ef9b662d32df3b2cf968375dfe8b9325d63bb053542825003,935,1210,110,74,109,151,0
166,page-166.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
167,page-167.png,287855,aea74cb820f7420c8123c42b60d766b466d375979d37238e3f388cdcd8f875af,935,1210,109,175,109,60,0
168,page-168.png,258696,d51d7af2e6a28f4dab903c3396115a91dad30f652304c7b245d27b74bb0b9e2e,935,1210,110,74,109,83,0
169,page-169.png,270266,cea49601c7363c1f297976e8b14e93dbb39239b0b6f1bc36a7a5ad9b80cbbe0a,935,1210,109,74,109,84,0
170,page-170.png,275613,918f6193ea1fd07d3d9b4a72017897418e53db5acecbf2639cfad2ab3004b8e6,935,1210,110,74,109,84,0
171,page-171.png,289683,23537a8c69b8285b07f2d9acbde0ab3f9143c842bcb4b8cc0a58d5ec69570e5c,935,1210,110,74,110,84,0
172,page-172.png,281245,778ed6624f742fd41dce8435ccb867171688d2165ee0f9b1d4fc513c89fa0a22,935,1210,110,74,109,84,0
173,page-173.png,367730,2513326ca1da8ae418d1915d1de6bc7bc379562b644c1e738a826d14a9567775,935,1210,109,74,109,84,0
174,page-174.png,199954,0631f21d72ba00309fe374d55316ab3b87a7bd7756aaad2847f1710fa36b8105,935,1210,110,74,109,492,0
175,page-175.png,358396,c030d241b47d1e2ca9f4cc5240da27510ac3f786596006de4c6e9de2a8ef81f2,935,1210,110,225,110,60,0
176,page-176.png,94689,49c2d363bf90bf167a95488cf5b740229aafc18a53cd63dc927628cf52b5a263,935,1210,110,74,111,903,0
177,page-177.png,276605,713c5d80a70f147d95bd461bd253968ce86f39d303d607a3cecb87d696e25078,935,1210,109,225,111,60,0
178,page-178.png,228598,67ebaba24333eb7dfec8128868f9ef2c8b2b70241467b0585bfbf529b8b131d2,935,1210,110,74,119,85,0
179,page-179.png,219023,5df1cf8419bace21ca2dabb60a60848325719bc328d9a13d5dc22fd402d490be,935,1210,110,74,110,85,0
180,page-180.png,234570,a134034bb66a71196763e4b14850cb7dbe2b3a9cba9cb2dcdc49c04d000d7a5e,935,1210,110,74,189,84,0
181,page-181.png,198388,721de272c25ef69ef7454bc590550d998e216589a4fc6d45ec9c7638ed64c78d,935,1210,110,74,110,85,0
182,page-182.png,197287,e629272ab5501cfaa088b379308662964c52409e67efb68251cb91e10c4c3d10,935,1210,110,74,151,85,0
183,page-183.png,185173,6bc8f77418ac773b12472f3061b74647651333d97a7d288b802c4b6e575e714d,935,1210,110,74,110,84,0
184,page-184.png,210721,0aef7d599d80f4176c2f0b878ba8ff724e80573c6bdb77b7c93bb873e972acb3,935,1210,109,74,162,85,0
185,page-185.png,209248,84d8332e7d53824c57ef9488e1c9c0da29ce3656939ff20cf90c9486bc9065c8,935,1210,110,74,110,84,0
186,page-186.png,236390,24f65225e6bb410c8ed1819bc6eaf971ef42c01ed175bedda532ddb1c98a4ed1,935,1210,110,74,122,85,0
187,page-187.png,202249,7b9b68f7cc097fb7c28f7f8317ba30d8f8bf474c3571ada9cf2fc187943e7682,935,1210,110,74,111,85,0
188,page-188.png,195336,953d913d70d71c1b7fcf840658cbcbbc1b36f73d93984f71b8f790f5f01a38e4,935,1210,109,74,199,84,0
189,page-189.png,214127,aa33815cd5b088d7907191f7b996e1157ab49729233098d076923123e97cb9d5,935,1210,110,74,110,85,0
190,page-190.png,193526,792a58b94b252983b04a8d54ca35d5f2cc6c10941831ffc7cb2d1757dba1a681,935,1210,110,74,132,85,0
191,page-191.png,210090,7eba73eb2d83ef6d2f164741845d0f02b4dd152b72c5e6ba91e7396a36bda4d6,935,1210,110,74,110,84,0
192,page-192.png,217913,46a07deac76cf90b5a7f6cb2b3a08eee97a753180a8835755678200ca76ecf85,935,1210,110,74,134,85,0
193,page-193.png,171054,64d86e8911c6543116babf9b35ca8d852a499b9ab3c5690dede2ff3f9d1e3c31,935,1210,109,74,110,85,0
