page,file,bytes,sha256,width_px,height_px,ink_pixels_lt245,ink_fraction,ink_bbox,margins_px,edge_ink_pixels_5px
26,page-026.png,447495,e2a796b15c89ccf02f2d577ebceaa3e1563533727c9423051ba9e92110dd0d16,1275,1650,189857,0.09024694,"[149,102,1125,1521]","{""left"":149,""top"":102,""right"":150,""bottom"":129}",0
27,page-027.png,355625,e38900347d49ea3599d30294eae5957446e780305211db4ae11dd556ef8bdacf,1275,1650,148596,0.07063387,"[150,238,1125,1569]","{""left"":150,""top"":238,""right"":150,""bottom"":81}",0
28,page-028.png,408084,d6fc792920868ba5c4028dc1abc7cdb0742d33576ceab1fad6fc278fb4e729f1,1275,1650,161089,0.07657231,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
29,page-029.png,440004,ed07707ae4c10b4a8bbf5a1dfe843018ab606d848019212ee517aef86c2ba9f8,1275,1650,173933,0.0826776,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
30,page-030.png,421951,503a844fcefba55b3b8e5a21676cbd0ef40baac08e85d1b47f991c19bad14b27,1275,1650,172494,0.08199358,"[149,102,1127,1535]","{""left"":149,""top"":102,""right"":148,""bottom"":115}",0
31,page-031.png,447232,de80e2ad22587d69a6a1a7af409924b6195e8071d0157aefc28c1c9a99a16abf,1275,1650,189571,0.09011099,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
32,page-032.png,429945,c75ca3e92bc28ccd614f56f1c2cc0702b83077ac4740c67fe3ef39a36f57c7bf,1275,1650,182985,0.08698039,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
33,page-033.png,388280,74ad8b154113a48859819ff308050e2a08fb13ab24644448378d46c955076150,1275,1650,156119,0.07420986,"[148,102,1126,1536]","{""left"":148,""top"":102,""right"":149,""bottom"":114}",0
34,page-034.png,458904,21acfeed70805de1c460670093eb7a21f95ccb979165b0daa23c45d4268368af,1275,1650,189664,0.0901552,"[150,102,1127,1531]","{""left"":150,""top"":102,""right"":148,""bottom"":119}",0
35,page-035.png,375048,aba999b5e21401ceaff84b39293908b7915086286a7f1ee641f515fb44440128,1275,1650,157974,0.07509162,"[149,102,1126,1531]","{""left"":149,""top"":102,""right"":149,""bottom"":119}",0
36,page-036.png,287372,8b9457c48efe810c23b26bb22bd5e67875121ab2d637552705253bef649b16cb,1275,1650,105900,0.05033868,"[149,102,1126,1535]","{""left"":149,""top"":102,""right"":149,""bottom"":115}",0
37,page-037.png,438123,ea829b3feff6e90cf34d2fbd35a7386ba2eb6026265a19e13bf8981ead6cde90,1275,1650,178428,0.08481426,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
38,page-038.png,405202,5fbb1aaaef28e95305534f1ea349fa0db363527cc3c585c4122d4801d82a9ad2,1275,1650,169825,0.0807249,"[148,102,1125,1535]","{""left"":148,""top"":102,""right"":150,""bottom"":115}",0
39,page-039.png,375249,a0c29a0b0909fd8602f0298aa6fb3270edc78502cef8bc1530fbb7f81c07f10f,1275,1650,142712,0.06783696,"[150,102,1127,1535]","{""left"":150,""top"":102,""right"":148,""bottom"":115}",0
40,page-040.png,462179,ce9e8f41a9bffa0b0d76536cf192f71c6c50a316b145ba6dd900e04e423b6816,1275,1650,189506,0.0900801,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
41,page-041.png,432873,c0a8f313949155db43c380979d4c3457bbbcafc5a76483f2d41832f2e16018ce,1275,1650,176842,0.08406037,"[148,102,1125,1535]","{""left"":148,""top"":102,""right"":150,""bottom"":115}",0
42,page-042.png,397528,a60b9104392e6f7bd3b470aa429b8d6bcc3515028bf22f2e651766cf0602d6df,1275,1650,155990,0.07414854,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
43,page-043.png,413311,1de5c7033b94603056fde25a37032fe31c8d0615ebf1c9815193fd8c4afc1c02,1275,1650,170682,0.08113226,"[148,102,1125,1535]","{""left"":148,""top"":102,""right"":150,""bottom"":115}",0
44,page-044.png,390517,28242d9057a19d786b3551a374f410bb18f619e3780b38ac3670e2916da344c4,1275,1650,157200,0.07472371,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
45,page-045.png,444620,bfa95d6453e1290f1f71feb3b213a0d4a391467640141ef6c9faf2d6182218a7,1275,1650,187979,0.08935425,"[149,102,1127,1536]","{""left"":149,""top"":102,""right"":148,""bottom"":114}",0
46,page-046.png,490675,8406183173ae27ab5f38c24da14259d8933cc8f2f23448dba01b4059e089ada6,1275,1650,206171,0.09800166,"[150,102,1127,1535]","{""left"":150,""top"":102,""right"":148,""bottom"":115}",0
47,page-047.png,327660,1b60569d6de26624d0a72e50c8b0da31d9b049b1b929dfd482e1dafe53470fe7,1275,1650,117808,0.05599905,"[150,102,1126,1203]","{""left"":150,""top"":102,""right"":149,""bottom"":447}",0
48,page-048.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
49,page-049.png,368695,b1f2616490cb1f1976242690d14b5c1f91f71eb2d71c823f083d215115a05a94,1275,1650,160207,0.07615306,"[148,238,1126,1569]","{""left"":148,""top"":238,""right"":149,""bottom"":81}",0
50,page-050.png,365388,be5cc19126724b345f4fe68ddb8fc8dc9a370765a092de79e56cb4cee40f9898,1275,1650,142607,0.06778705,"[149,102,1125,1537]","{""left"":149,""top"":102,""right"":150,""bottom"":113}",0
51,page-051.png,364502,9a293c630927246e8d4a5b42378bdaa0b7fff30d2bc580db170ed9c196b6fa57,1275,1650,142496,0.06773428,"[150,102,1127,1535]","{""left"":150,""top"":102,""right"":148,""bottom"":115}",0
52,page-052.png,399702,95ee4bacc455db8e3191a5ddccdfac2b40ba03b03a8c3a8fbcb65b43cd80946a,1275,1650,157867,0.07504076,"[150,102,1127,1531]","{""left"":150,""top"":102,""right"":148,""bottom"":119}",0
53,page-053.png,341812,a470a8e97d8dc19713704ac8e91c0c6a780d652b5a631d4d4d9165b83c1f80bf,1275,1650,128672,0.06116316,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
54,page-054.png,401411,73eb97a04f79b19d14e4bba91f5ee17bcff43d3a229d5a71590b46d9c605ef4f,1275,1650,146787,0.06977398,"[149,102,1126,1535]","{""left"":149,""top"":102,""right"":149,""bottom"":115}",0
55,page-055.png,380049,0701e6a3e88db9e95209bdacf8bc3620e65515eb21621e4cc6414d152b635813,1275,1650,139845,0.06647415,"[150,102,1126,1539]","{""left"":150,""top"":102,""right"":149,""bottom"":111}",0
56,page-056.png,424637,0a11e1907f4fa3102dcca11f8913ce6b3293486e02216b931bd0911454fe6555,1275,1650,166601,0.07919239,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
57,page-057.png,405429,688e3a982ac6ec142d4262a63cf5e0a86646314e94b5e39ff3f1ab8e10cd39db,1275,1650,164609,0.07824551,"[149,99,1126,1536]","{""left"":149,""top"":99,""right"":149,""bottom"":114}",0
58,page-058.png,399519,ebb9d8ba91e7422e1a6ca9ef343ff9ffa409aecd13ce627cd7a3c70c9bff11c7,1275,1650,155376,0.07385668,"[148,102,1126,1536]","{""left"":148,""top"":102,""right"":149,""bottom"":114}",0
59,page-059.png,423617,613d9bbc25b4e63ce0a2952dcff6a66aab820cfc7e547cce230ca38da9fa429d,1275,1650,177003,0.0841369,"[149,102,1125,1535]","{""left"":149,""top"":102,""right"":150,""bottom"":115}",0
60,page-060.png,317336,1b238a63a683020470415e01404f8eeba4d6724e2a9816c69ca3f823df2bd102,1275,1650,127936,0.06081331,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
61,page-061.png,335336,8637eb64ae4ba1b52bff1fcd85ff91ce091fcf7a187c274176a189f487e5eba2,1275,1650,134007,0.06369911,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
62,page-062.png,324403,9aae4656e45dd36cc88354d007297bcb95f78b77c9d56c49a7ccfab778f61118,1275,1650,132759,0.06310588,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
63,page-063.png,328512,952efbec6bca6cd578fff8c3ee642d0108f600d05a6b881f2b7c5db451d7fcf3,1275,1650,134004,0.06369768,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
64,page-064.png,347301,8369da96bc877683f2b2b4ae9bf064897106424d47524fbd5c95a03fa7ab3276,1275,1650,143302,0.06811741,"[150,102,1126,1400]","{""left"":150,""top"":102,""right"":149,""bottom"":250}",0
65,page-065.png,354485,ef6c230f88d3f0da6719d47a0347944e508c8528ae2bf45805f4dd3e8c792a61,1275,1650,146883,0.06981961,"[148,238,1126,1569]","{""left"":148,""top"":238,""right"":149,""bottom"":81}",0
66,page-066.png,398132,2bfb748c791501e946b934209278455326f68fbb21e4f978e8fa3d24d0b0f6c6,1275,1650,152556,0.07251622,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
67,page-067.png,367172,7470ab24cd9f4a0848beefa645f60f5a42ecf122b7750ed6060e64881a4186a3,1275,1650,135127,0.06423149,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
68,page-068.png,424899,f59f07a2d0d967204ab28244d66f912202f0dd42b360b9758c77a1c0faeb5de3,1275,1650,176680,0.08398336,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
69,page-069.png,338408,bb77b90a0342f15a7066fc2597f5aef7870ae2c65e5c10098be88cae73501bfd,1275,1650,126107,0.05994391,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
70,page-070.png,375419,4e39633cf3da02c8f755113c277450d0655824f18e92d6f4fbb73815f1de3d86,1275,1650,141087,0.06706453,"[150,102,1129,1534]","{""left"":150,""top"":102,""right"":146,""bottom"":116}",0
71,page-071.png,429972,6da0ee7905e5aef2ae4f43d5246243cfc6987b17740392c66748dc44500b108d,1275,1650,165810,0.0788164,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
72,page-072.png,388700,fc343375d87381064d06bd8322b6e053c22d924a7b3ebbe01b31f3ef9b6b190e,1275,1650,152344,0.07241545,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
73,page-073.png,398526,c3be6a741d75f7e2b708c7c4808c5898a8160de2b0ca87bba84a46d183ab89d3,1275,1650,158960,0.07556031,"[149,102,1126,1536]","{""left"":149,""top"":102,""right"":149,""bottom"":114}",0
74,page-074.png,387045,5d8a32e7e9f2b77c68c80cb76699406c1b0b1aa7608e7fd97e2f4591ab07b99a,1275,1650,139652,0.06638241,"[149,102,1126,1535]","{""left"":149,""top"":102,""right"":149,""bottom"":115}",0
75,page-075.png,388376,b23efef88bf8e866be12b617aa63852c941b8d8f76af6bd46b5d39ce64fe3cc7,1275,1650,151117,0.0718322,"[148,102,1126,1535]","{""left"":148,""top"":102,""right"":149,""bottom"":115}",0
76,page-076.png,362786,8770633068af817ff09b5ef7d9a15c15ae22f1bbaa0adebd54320ad6e57a96f9,1275,1650,139356,0.06624171,"[150,102,1127,1537]","{""left"":150,""top"":102,""right"":148,""bottom"":113}",0
77,page-077.png,258271,bdcb9f3e6fa5d11ff4cd24017556b49ee8a4b746ad7de7d85364950907fea3f8,1275,1650,108186,0.05142531,"[150,102,1127,828]","{""left"":150,""top"":102,""right"":148,""bottom"":822}",0
78,page-078.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
79,page-079.png,327547,1a3c61f5a8e7d3e7c5a2761e1c1f6da32ae2ab6fe56a3ebaa74c57e54ee41cd8,1275,1650,137549,0.06538277,"[148,238,1125,1569]","{""left"":148,""top"":238,""right"":150,""bottom"":81}",0
80,page-080.png,390229,854aaea563d3081986481d46301509b767386b8bfe1f9f48666611ea2ae45256,1275,1650,161959,0.07698586,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
81,page-081.png,389727,17f6b1ed11fdfcefda50c0997e82fb24de1fe7ecefa7c742eb7b17db66175b35,1275,1650,147470,0.07009863,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
82,page-082.png,424152,0e7a0e200bbc1a2d8cc00dd666ea93e04bbee7b0c8b2ba70ddb5726389be54f4,1275,1650,177770,0.08450149,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
83,page-083.png,472040,716977fcffc442b3447ce611267ab093227759c2406f91adc434f5893b03665e,1275,1650,209451,0.09956078,"[148,102,1126,1535]","{""left"":148,""top"":102,""right"":149,""bottom"":115}",0
84,page-084.png,477908,969032fde1578a83fe135cb518ff4093ad8a7153213fe02e59dcef4e0307c9b5,1275,1650,193610,0.0920309,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
85,page-085.png,418442,727acd2f6a302c0ab73b05f61941e49c1e5304dcbc56c4d47379fea5b4d861d7,1275,1650,171851,0.08168794,"[149,102,1126,1535]","{""left"":149,""top"":102,""right"":149,""bottom"":115}",0
86,page-086.png,412307,8854b9b321eaf4f439742a5982227faea70c60450436325aa5168e3a55d224cd,1275,1650,156361,0.0743249,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
87,page-087.png,394029,c67e50eb2a57afa809e3f7a6670e9dbe56eb0673aabc71828bbd102787ccbcae,1275,1650,155853,0.07408342,"[150,102,1127,1535]","{""left"":150,""top"":102,""right"":148,""bottom"":115}",0
88,page-088.png,370282,7bd52251cea623089340aca6da562ee669cb0551f0879441dece5b2d64bbeda3,1275,1650,152881,0.07267071,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
89,page-089.png,305259,2fd8d996d2c553ea809947905d8ed78e0e8adc4d1155e64c88d255908e2afcef,1275,1650,115005,0.05466667,"[149,102,1127,1535]","{""left"":149,""top"":102,""right"":148,""bottom"":115}",0
90,page-090.png,265101,4e6fe980d43e85d8e2bab16731a13a6acd34e520bbd093f6e2c084c9a3f60954,1275,1650,96258,0.04575544,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
91,page-091.png,480462,924eceaf29dcc01d6ea1e07e5e12de964c58d90b7dd55cdcc2e287ddbe191e5c,1275,1650,207998,0.09887011,"[150,102,1125,1539]","{""left"":150,""top"":102,""right"":150,""bottom"":111}",0
92,page-092.png,382266,3e87275ebfc18a4562aa000f9dd5d90794f8eeee7d0b834af8aa815254a3bbd8,1275,1650,145021,0.06893452,"[150,102,1126,1531]","{""left"":150,""top"":102,""right"":149,""bottom"":119}",0
93,page-093.png,424661,abfdf6900344e3ab3c032eca264c5ef1b7e7f1818b76d358aa46a7317d0064f4,1275,1650,172946,0.08220844,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
94,page-094.png,335793,bc37340e823cce9a846214b9795f92b64de656ca997c51f0d7f87e591421297e,1275,1650,119990,0.05703624,"[149,102,1126,1537]","{""left"":149,""top"":102,""right"":149,""bottom"":113}",0
95,page-095.png,361038,810e383800640c0d66d2bf7cb76b8f348547a13eaec34c4484c0cadaae814b1b,1275,1650,145501,0.06916269,"[149,102,1125,1535]","{""left"":149,""top"":102,""right"":150,""bottom"":115}",0
96,page-096.png,432363,29419e56ba577a08c723610b6f1d63d5e9aab917900830763d5ef88f4c5bac9c,1275,1650,168884,0.0802776,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
97,page-097.png,448181,89f1297dab416f9ebeada0499957df2604fb4bd58e1dc197d0434e029e9bbe6f,1275,1650,174472,0.08293381,"[148,102,1127,1531]","{""left"":148,""top"":102,""right"":148,""bottom"":119}",0
98,page-098.png,427564,a64e44ba92eed932e252e0993e553f866989df8517408156e209540567ac41b5,1275,1650,164621,0.07825122,"[150,102,1127,1535]","{""left"":150,""top"":102,""right"":148,""bottom"":115}",0
99,page-099.png,42845,5d38d17061a2998cf8a2a67081cdeebd291dede55f01fb18142e317445435480,1275,1650,11687,0.00555532,"[150,102,1125,256]","{""left"":150,""top"":102,""right"":150,""bottom"":1394}",0
100,page-100.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
101,page-101.png,360232,1be8e9ada51cb74391c182ec10fe5d82cf58823768f974fbf44c5427de871f2b,1275,1650,149427,0.07102888,"[150,238,1126,1569]","{""left"":150,""top"":238,""right"":149,""bottom"":81}",0
102,page-102.png,383514,698861e46edf3b11674b9782eb64072246eb76cb0ac16b9694a1ff1dfcf50787,1275,1650,150019,0.07131028,"[150,102,1127,1536]","{""left"":150,""top"":102,""right"":148,""bottom"":114}",0
103,page-103.png,474385,eea09d8fb484043668caa9ec089a7eb1b6d807db814d3cf706c40c95bd25a368,1275,1650,208062,0.09890053,"[149,102,1125,1534]","{""left"":149,""top"":102,""right"":150,""bottom"":116}",0
104,page-104.png,399574,08ddf2785d76e6c3e5a8371b551fddd22327eb38f446c0a39e78f6c98f0979ec,1275,1650,143889,0.06839643,"[149,102,1126,1535]","{""left"":149,""top"":102,""right"":149,""bottom"":115}",0
105,page-105.png,366666,ed964e7f43715196b2f025ca33cf2323883777e577cccb5d015fd53e316f1ecc,1275,1650,137756,0.06548116,"[149,102,1126,1535]","{""left"":149,""top"":102,""right"":149,""bottom"":115}",0
106,page-106.png,186065,7ea8f59c609da3972a98851ea579a40f97828ab62621198e433a11a3e1890ea0,1275,1650,67930,0.03228996,"[148,102,1126,772]","{""left"":148,""top"":102,""right"":149,""bottom"":878}",0
107,page-107.png,304775,307b940765458fe4ad02315dc77e30176a41482a781a5d7979d9ffe90d645f6a,1275,1650,120173,0.05712323,"[150,238,1126,1569]","{""left"":150,""top"":238,""right"":149,""bottom"":81}",0
108,page-108.png,380681,f4e304371abd655999abbe1200df4bcbf93eaf3208959df908787791230fe87b,1275,1650,154304,0.07334712,"[149,102,1126,1531]","{""left"":149,""top"":102,""right"":149,""bottom"":119}",0
109,page-109.png,378725,64bf337a19a70c7ab522f3ff973a9964f5594395a941743d767c646d7af17873,1275,1650,140397,0.06673654,"[150,102,1126,1539]","{""left"":150,""top"":102,""right"":149,""bottom"":111}",0
110,page-110.png,411105,174fe0962e20ce04f62f9d0dc7f124aa4ef1f530bf8493e82b10067d8c0b5243,1275,1650,153877,0.07314415,"[150,102,1126,1531]","{""left"":150,""top"":102,""right"":149,""bottom"":119}",0
111,page-111.png,354335,3fa031f7132825248a14f06a30e86a4957dd891d4d02ed2ecb5aa3ff399fc0b9,1275,1650,123111,0.05851979,"[150,102,1126,1539]","{""left"":150,""top"":102,""right"":149,""bottom"":111}",0
112,page-112.png,430422,420de8ed026e875df43954e4da1a9c0a64eb7e6d5e836c3a11a66144bd94d731,1275,1650,166505,0.07914676,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
113,page-113.png,255175,f0818609ce27c21a8b8d2bf266406737448927e765068ba7e2aa895a7abaae04,1275,1650,89775,0.0426738,"[150,102,1126,1190]","{""left"":150,""top"":102,""right"":149,""bottom"":460}",0
114,page-114.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
115,page-115.png,347947,48089277fc178295a90b6c120d904a0a952b36aef3b3fd63599ce573c1731f08,1275,1650,140404,0.06673987,"[150,238,1126,1568]","{""left"":150,""top"":238,""right"":149,""bottom"":82}",0
116,page-116.png,453355,138705b83a5cca1e85f2733d2d7692cdc95309c9a1e2458f5ebeb089559915df,1275,1650,177208,0.08423434,"[149,102,1126,1536]","{""left"":149,""top"":102,""right"":149,""bottom"":114}",0
117,page-117.png,429930,a45c52dd16d17b672fcfbc8625bde3ea0f71f4f0d08b640fb8cbdd64f3775495,1275,1650,160984,0.0765224,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
118,page-118.png,392441,7e5e946791db2dd3e274b3aa92d2146c17678303da4f0fe9ea65caf922f2f484,1275,1650,148760,0.07071182,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
119,page-119.png,405463,36ce2bbd2017ac08ed2208fbc8b9f6ac7fef9cc8c424a69c86e89f2e16896bf7,1275,1650,152089,0.07229424,"[149,102,1127,1535]","{""left"":149,""top"":102,""right"":148,""bottom"":115}",0
120,page-120.png,444577,95ef0d64fb0fd098709dd0324483fadc1dcaafdf1a94bcc5ca06766e1ead2f59,1275,1650,171836,0.08168081,"[148,102,1126,1538]","{""left"":148,""top"":102,""right"":149,""bottom"":112}",0
121,page-121.png,414685,d398b68478747ca2aa9e34eebf199a886248e234a70772a0a44418b728ba4a07,1275,1650,148621,0.07064575,"[150,102,1126,1531]","{""left"":150,""top"":102,""right"":149,""bottom"":119}",0
122,page-122.png,366287,31d5ffe3cfed9e2bcf99e007850055c93eff77961427894464fb2698b88e8448,1275,1650,134092,0.06373951,"[148,102,1126,1535]","{""left"":148,""top"":102,""right"":149,""bottom"":115}",0
123,page-123.png,409188,fa349f43574197c7c5b40801ee3731ce94443f66a469dd3a1f02a43166c3af2d,1275,1650,161409,0.07672442,"[149,99,1126,1536]","{""left"":149,""top"":99,""right"":149,""bottom"":114}",0
124,page-124.png,160761,08a7cf69360e5c7b0496da372a9869b8d1dfe7ce0ade50dbb7c3dab34219f9ff,1275,1650,56954,0.02707261,"[150,102,1126,634]","{""left"":150,""top"":102,""right"":149,""bottom"":1016}",0
125,page-125.png,437166,3f2c9e6944b04c1b9cd80a6f91cf60655fb7c315b359c5189dd507e64ed6552e,1275,1650,137730,0.06546881,"[150,308,1125,1568]","{""left"":150,""top"":308,""right"":150,""bottom"":82}",0
126,page-126.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
