page,file,bytes,sha256,width_px,height_px,ink_pixels_lt245,ink_fraction,ink_bbox,margins_px,edge_ink_pixels_5px
127,page-127.png,391072,291d703bca074c41a810b4c209b12c23a94f5f3a47810da3a47faceaedf559e8,1275,1650,119860,0.05697445,"[149,308,1124,1569]","{""left"":149,""top"":308,""right"":151,""bottom"":81}",0
128,page-128.png,319702,b97dd83439baf5d5a96ddc6298d0dafb02d137f55d17a7f46afea8cba074a043,1275,1650,88692,0.042159,"[150,102,989,1534]","{""left"":150,""top"":102,""right"":286,""bottom"":116}",0
129,page-129.png,340369,2eb31b16a8b33e9deb816c650eaa708a21f9ce94a76bf10887700b42906b0169,1275,1650,103894,0.04938515,"[150,102,1125,1535]","{""left"":150,""top"":102,""right"":150,""bottom"":115}",0
130,page-130.png,306975,ef0e4182195730b2eba8f1fe1992f814e38f8a7f2812f4fad2c4fc771582ef68,1275,1650,89062,0.04233488,"[150,102,1097,1534]","{""left"":150,""top"":102,""right"":178,""bottom"":116}",0
131,page-131.png,304561,c076f946a67ebe67912f87ffc8be289398c02795ff1e60b5595eec41d5bb8cb1,1275,1650,86118,0.04093547,"[150,102,1125,1534]","{""left"":150,""top"":102,""right"":150,""bottom"":116}",0
132,page-132.png,288115,3b83eeba76050ace91dc9583dd1f3bf5d4a84ef5edb1e730157640a67e0bc95c,1275,1650,81770,0.03886869,"[150,102,1075,1534]","{""left"":150,""top"":102,""right"":200,""bottom"":116}",0
133,page-133.png,293210,7edc0bde9942524bc22c1aed0b0d0a2e167e0ed7603ed73a038ba1636a414266,1275,1650,87013,0.0413609,"[150,102,1125,1534]","{""left"":150,""top"":102,""right"":150,""bottom"":116}",0
134,page-134.png,346125,ae7abf12d8744493e80bf90e7d1b0c6a6b40cc58f89939fc54fad81bc673cece,1275,1650,104284,0.04957053,"[150,102,1109,1535]","{""left"":150,""top"":102,""right"":166,""bottom"":115}",0
135,page-135.png,281406,9f4103087aa67a494631e2664fd69adaf3d83a703004cbe3f9eedc5af0a54738,1275,1650,83833,0.03984932,"[150,102,1124,1534]","{""left"":150,""top"":102,""right"":151,""bottom"":116}",0
136,page-136.png,306673,68849f0ba6c05bfc7a74cdbbec0e9e1cf7af59cadf73f15be4d828731e9df17a,1275,1650,91987,0.04372525,"[150,102,1045,1534]","{""left"":150,""top"":102,""right"":230,""bottom"":116}",0
137,page-137.png,296828,33c151f063adfd91f8646dac9395f097a10a0693ab8e797b0580fe70936dea88,1275,1650,83189,0.0395432,"[150,102,1124,1534]","{""left"":150,""top"":102,""right"":151,""bottom"":116}",0
138,page-138.png,325168,29d3ddb3b6c5870d6db8ef82cf9791d76685e24c438c06897faa60c9e0eadbb6,1275,1650,92321,0.04388402,"[150,102,1119,1534]","{""left"":150,""top"":102,""right"":156,""bottom"":116}",0
139,page-139.png,325436,00feac0643336ae430d085ec522664624ad623fe094c9a402c0fbb7a64c8e1ea,1275,1650,95302,0.04530101,"[150,102,1124,1534]","{""left"":150,""top"":102,""right"":151,""bottom"":116}",0
140,page-140.png,181945,c5ac98162f0ec8bac55c044f5ffa5f5a1b181087b6e32133968a03f945277fcb,1275,1650,48983,0.02328366,"[149,102,1017,1534]","{""left"":149,""top"":102,""right"":258,""bottom"":116}",0
