page,file,bytes,sha256,width_px,height_px,ink_pixels_lt245,ink_fraction,ink_bbox,margins_px,edge_ink_pixels_5px
126,page-126.png,419741,b482421d7e068587e296fd5d94afd57f8bdf1fe5cbee7bc94273c9154bd193f2,1275,1650,168582,0.08013405,"[150,102,1127,1536]","{""left"":150,""top"":102,""right"":148,""bottom"":114}",0
127,page-127.png,435672,a60ad4ec0602d24038957416b31a5c91f17b14020ef28f40f2877b82c5c26a97,1275,1650,176731,0.08400761,"[150,102,1127,1539]","{""left"":150,""top"":102,""right"":148,""bottom"":111}",0
128,page-128.png,371012,3074153ffcb84045acb8ccf2b59acd25e2a1d80d10011aba1bf210d1850d37f3,1275,1650,143506,0.06821438,"[150,102,1125,1535]","{""left"":150,""top"":102,""right"":150,""bottom"":115}",0
129,page-129.png,366393,be25eb58f606fc80759567f12b9edb2ec3bf9bf6d37a87aee103466504c6f070,1275,1650,139637,0.06637528,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
130,page-130.png,363678,55df2db52c71a2af58bb118f914e4568f8ef70d7884e7f0d44c74b1a48c91abc,1275,1650,133969,0.06368105,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
131,page-131.png,353273,4189c8d4e096e8de8bf69f62fd8ba1dc96185910a56fe35dd38375b42fae46d1,1275,1650,135925,0.06461081,"[150,102,1126,1535]","{""left"":150,""top"":102,""right"":149,""bottom"":115}",0
132,page-132.png,348461,66cfb9c5b98e0a7ab2afca4211580c1c864e39e1a507b374266fbd17faa5a4b8,1275,1650,123335,0.05862626,"[150,102,1125,1536]","{""left"":150,""top"":102,""right"":150,""bottom"":114}",0
133,page-133.png,328384,5a29dd11d4bd52870fb1ef7bd5533f7f15cb52f7e35a8ccae05cf1524aef140a,1275,1650,117393,0.05580178,"[150,102,1126,1536]","{""left"":150,""top"":102,""right"":149,""bottom"":114}",0
134,page-134.png,360422,6aadb9e3c5c59ed42f7a85602eafa4df42f70036e23cbf6bce1f702638245d7a,1275,1650,143578,0.0682486,"[150,102,1127,1531]","{""left"":150,""top"":102,""right"":148,""bottom"":119}",0
135,page-135.png,327185,9d0d24932d9fed3f095d385bd4abd5a17dca3a0b90f222d41d947c4bcceaed6c,1275,1650,126236,0.06000523,"[150,102,1126,1461]","{""left"":150,""top"":102,""right"":149,""bottom"":189}",0
136,page-136.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
137,page-137.png,507338,cffe83fd659cd8678b3ff966061d7dae6ea995936f50125a68d07043c4c29ac1,1275,1650,160443,0.07626524,"[150,308,1125,1569]","{""left"":150,""top"":308,""right"":150,""bottom"":81}",0
138,page-138.png,8532,f1e68604581dc8816bc8b13a095814d71e910c6a37fd76c96384a8373cca6e95,1275,1650,0,0.0,null,null,0
139,page-139.png,414235,84d07689551f1bab3f5df525aa794daac1b187e5ac370f31406160f33edc4486,1275,1650,127555,0.0606322,"[149,308,1124,1569]","{""left"":149,""top"":308,""right"":151,""bottom"":81}",0
140,page-140.png,325354,be051521aef73275523b8ad149b971afcb0d873d0a5b05986273493a4f8a98e0,1275,1650,90394,0.04296803,"[150,102,1042,1534]","{""left"":150,""top"":102,""right"":233,""bottom"":116}",0
141,page-141.png,335196,a80e7567e0aa083d2465f1232edc872f602ee92afbece739974cd69c60eb384f,1275,1650,100188,0.04762353,"[150,102,1125,1535]","{""left"":150,""top"":102,""right"":150,""bottom"":115}",0
142,page-142.png,309532,a25eb16de253af874ee188d45770b839165ff313b0361ca0eaa06458b9d16dc3,1275,1650,88169,0.0419104,"[150,102,1097,1534]","{""left"":150,""top"":102,""right"":178,""bottom"":116}",0
143,page-143.png,309831,9336b812236b19e97ca857ebddbf52f8a084b141560430ea10dfe32fcbae31d8,1275,1650,86663,0.04119453,"[150,102,1125,1534]","{""left"":150,""top"":102,""right"":150,""bottom"":116}",0
144,page-144.png,289361,37209e65a0c31fab3d7c4bbb739ae48afd61598a66884e4082c1c559e4f822d4,1275,1650,82475,0.0392038,"[150,102,1044,1534]","{""left"":150,""top"":102,""right"":231,""bottom"":116}",0
145,page-145.png,313486,4bdf9a475c032bdb56752011fefbee9f4d161a52785868845105cb50650e226c,1275,1650,89162,0.04238241,"[149,102,1124,1534]","{""left"":149,""top"":102,""right"":151,""bottom"":116}",0
146,page-146.png,322223,3d01f53aed710484073c2737610ca9a1765cd5d95ab7167cc5f11eb069742e4c,1275,1650,95162,0.04523446,"[150,102,1121,1534]","{""left"":150,""top"":102,""right"":154,""bottom"":116}",0
147,page-147.png,326067,eb87d6dd2c86185ece5d8ff188c8dff0094b7d9425b7737c804267588b435e34,1275,1650,95060,0.04518598,"[150,102,1124,1535]","{""left"":150,""top"":102,""right"":151,""bottom"":115}",0
148,page-148.png,314696,6c3a3e2b77980e39db0e862f373ed49acb17173906b9b69f26dfb017098a6808,1275,1650,89814,0.04269234,"[150,102,1114,1534]","{""left"":150,""top"":102,""right"":161,""bottom"":116}",0
149,page-149.png,322547,ebb24e636b718cd8b1acae9c239315a00f3c7d53094c91b69d50f8d9527db698,1275,1650,92139,0.0437975,"[150,102,1124,1534]","{""left"":150,""top"":102,""right"":151,""bottom"":116}",0
150,page-150.png,295979,7c06d632e95f908fa2a6e59da5bb147f5b49c008405713ed73163bdffa802791,1275,1650,83877,0.03987023,"[150,102,1095,1534]","{""left"":150,""top"":102,""right"":180,""bottom"":116}",0
151,page-151.png,302780,4418a342b82fbff062efe6f098e6c65c11f75ebcd67c14c7111ce8f94342d0d8,1275,1650,91465,0.04347712,"[150,102,1125,1535]","{""left"":150,""top"":102,""right"":150,""bottom"":115}",0
152,page-152.png,325918,a3e2c843f4299f6322cfaa428e687c441bfccdde506e2907e07628fb842bd3ed,1275,1650,94271,0.04481093,"[150,102,1093,1534]","{""left"":150,""top"":102,""right"":182,""bottom"":116}",0
153,page-153.png,173179,a40e1d70105675d2dd48580baaee4e626a7995fa1e087ca120e82875c6b43fc6,1275,1650,45770,0.02175639,"[149,102,1125,1535]","{""left"":149,""top"":102,""right"":150,""bottom"":115}",0
