page,file,bytes,sha256,width_px,height_px,ink_pixels_lt245,ink_fraction,ink_bbox,margins_px,edge_ink_pixels_5px
12,page-012.png,246304,170ef09833b0369f499f79912b922bd26243f3b16df45497af2ca4b223b87c16,935,1210,86536,0.07648915013037522,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
13,page-013.png,252618,39bbede9d78471d27b9fef6ba0862d4e07f56ae2aa154a329d3bfce6c8f52709,935,1210,89825,0.07939629645998143,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
14,page-014.png,261700,0e8f9a327d5c846f4b02c5a177aeaf0e442fdc16c9675351895af383333e1216,935,1210,89334,0.07896230167499006,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
15,page-015.png,274163,359b891d7abb7b7b404c196240bdf5b46fd89d205ee47db9c8332c37bf893c95,935,1210,99648,0.08807884385910637,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
16,page-016.png,257335,5db498307d031609030291d5522324e5cc82d8092a816972d3665119545a6027,935,1210,95226,0.08417023909488663,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
17,page-017.png,323751,fd7e84191556103b6b10660f6854ee08ec3dbb1a1ee0b883b2f7202c54dfad23,935,1210,118883,0.10508065585362619,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
18,page-018.png,320275,1d952f1f2fecab915d8b169deddbb598f71c3c6718e6d8ca12ebcaa2d6656ce7,935,1210,116079,0.10260220091041676,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
19,page-019.png,181589,8020c4a3fe9a2149bd5f4fdd77c4b474147431bcd70d17b0a6e7106cd4f25269,935,1210,68570,0.06060900693861316,"[109,74,825,753]","{""left"":109,""top"":74,""right"":109,""bottom"":456}",0
20,page-020.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,0,0.0,null,"{""left"":935,""top"":1210,""right"":935,""bottom"":1210}",0
21,page-021.png,279936,e2fbf7e29d3d3e04fbef9e441154ed66a7d28d3f8a769c246575edc0ffb195fb,935,1210,118711,0.10492862509391435,"[110,175,824,1149]","{""left"":110,""top"":175,""right"":110,""bottom"":60}",0
22,page-022.png,325519,b4f09fbbe6c4792fed3e1c1a887d732db3f7e996713b5bc7a32d6ef606337985,935,1210,120082,0.1061404516727803,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
23,page-023.png,354122,830728ec5bb6b60c889c8588eab25afe6cdad0d946d4e77f9c8313b1f98ba623,935,1210,136229,0.12041278119061298,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
24,page-024.png,337096,4ba38a1c2833b38438989d0e346c02a24627b9e92a7fa0024f3eeab9931eff29,935,1210,130381,0.11524373536041013,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
25,page-025.png,328348,c3bdbb515b6e06f82a8d35fa81349ec31d582ad7a307348bb6cba5399d3115c8,935,1210,129618,0.11456931983913024,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
26,page-026.png,321529,533095de85bb05b774696d1da5e309d02a41819305b80df715eea4828cd4ff37,935,1210,125081,0.11055906660184735,"[109,74,824,1114]","{""left"":109,""top"":74,""right"":110,""bottom"":95}",0
27,page-027.png,255478,a45b25d33a7c3ebb96216648826a06534d7d9feb0d07dc3464ecf41a55a8fbd6,935,1210,97858,0.08649666327838423,"[110,175,824,1149]","{""left"":110,""top"":175,""right"":110,""bottom"":60}",0
28,page-028.png,290435,2ef9bfad0940edcb99aa90958d87d1ac60dc36c6d1e570e7005da2f71b74aa5c,935,1210,106241,0.09390639501480533,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
29,page-029.png,317391,e124e6e25631a4659518b9a1690532dbf517065bed627217388bf9676bbb0431,935,1210,114837,0.10150439740133468,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
30,page-030.png,300853,4c55107ebbcbdd94156f857a36f2badf289c79609d1421ad3f6a0d6a39a5d220,935,1210,113669,0.10047200247491934,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
31,page-031.png,322667,9db258011f0c8424d40deb78cd10446fc669a3f33f55aee509c545bcbcc88a0a,935,1210,125356,0.11080213903743316,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
32,page-032.png,312976,1d7ad7ed74fed5f964cf20849137b2148c41be04d200a1270f39dd361c68529e,935,1210,121086,0.10702788703760993,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
33,page-033.png,278046,73f63b7b7e59165eb0ccabab9aabcf0601710b2fd1b9bcd4fc12327a0f1f0d36,935,1210,102569,0.09066071507491051,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
34,page-034.png,327690,1decac8295049fbd62de23ad3131fdd3aff66207579496fe4573e08d4eb956f5,935,1210,125278,0.11073319485570336,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
35,page-035.png,276008,e1b8ea63721d6368e26cb3c609eb99a53be8c39e1bc6e8d4b1b34d7ef61faacd,935,1210,104027,0.09194944093339816,"[109,74,824,1122]","{""left"":109,""top"":74,""right"":110,""bottom"":87}",0
36,page-036.png,202355,2843c2e79a7945ee5572b953999e906fd41103e53847067b08e38fb7bbcec8c6,935,1210,69489,0.06142131082335263,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
37,page-037.png,317191,0dd5e1c87bae842d27894fef79d5892f45f3a0cdfb02383fe7a15f531b5963b6,935,1210,117248,0.10363547973659787,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
38,page-038.png,294768,31a9412fdf2d089810626a8e72c23af37a24ac857a52b1059a71752d2c6b3a13,935,1210,112104,0.09908869934149467,"[109,74,824,1125]","{""left"":109,""top"":74,""right"":110,""bottom"":84}",0
39,page-039.png,265571,982adb5559379ce72cc8f40b62fa01225754b8f0526488a5510725fbe26d730c,935,1210,93754,0.08286913863967826,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
40,page-040.png,328521,86f7087cf0b940306a876e0869860de35ac8497495cc437ea5e555b82e4fc7c9,935,1210,124614,0.11014628541123436,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
41,page-041.png,308312,078b1164019bf6e6cb1c6ce080b93b85412647dfbe14ff0bbbc389a6251e7eb1,935,1210,116473,0.10295045741812879,"[109,74,824,1125]","{""left"":109,""top"":74,""right"":110,""bottom"":84}",0
42,page-042.png,280752,e48ce212544e224d3aa536f86cd9eee5460fd1a9ffea120fe39077a374ac773b,935,1210,102791,0.09085694082291068,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
43,page-043.png,300332,38efa86ecdef4f7745b7bad36012a958333112f3ec1b2cbd03e23c263ad75c4f,935,1210,112710,0.0996243425995492,"[109,74,824,1125]","{""left"":109,""top"":74,""right"":110,""bottom"":84}",0
44,page-044.png,283369,cbf9659188d569bea7542afbe456d8eb2e5ed722fa8ceacf04b9aef92e9a1e48,935,1210,103547,0.0915251690458302,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
45,page-045.png,320985,23da546f762f5bdbb52fe1a93ea2ccbf774c140c616888483b2c53d651226caa,935,1210,123758,0.10938966721173819,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
46,page-046.png,355392,2b4e84b80fc3637640de803b0e637bfc1f948bdbb161b83f00aa71e2c81c5df5,935,1210,136698,0.1208273301807575,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
47,page-047.png,231250,143c41743f5f373ce4d3eb87ef4c961633f5d3db133ad831c1555921e2ad355b,935,1210,77192,0.06822999071905246,"[110,74,825,881]","{""left"":110,""top"":74,""right"":109,""bottom"":328}",0
48,page-048.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,0,0.0,null,"{""left"":935,""top"":1210,""right"":935,""bottom"":1210}",0
49,page-049.png,268807,9d2321feeff66799ed8412ed2f4a7ac6f52a2dc6afb5e256ab61e6895f2a5631,935,1210,105137,0.09293056967339904,"[109,175,825,1149]","{""left"":109,""top"":175,""right"":109,""bottom"":60}",0
50,page-050.png,259865,bfb8e8e0c33b625ac43571d430f4304766265d3a1bb9b7cbde9fbbe9e2344666,935,1210,94141,0.08321120784902993,"[109,74,824,1126]","{""left"":109,""top"":74,""right"":110,""bottom"":83}",0
51,page-051.png,257716,773f410aba3bdd871cafa8f9247a78dd18cfed7ad086db3ff713ad305760db94,935,1210,93528,0.08266937729261502,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
52,page-052.png,286922,be7f8d85d923f44dfe7519cc93301beeff136050c80e9693efb3b19b6dfeedcd,935,1210,103482,0.09146771556105537,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
53,page-053.png,243037,06e7850d3b54fa3ca8f1b578412521fd23f3d2f58bec196ab8e5aa9d8ac0861d,935,1210,84795,0.07495028063817563,"[110,74,825,1126]","{""left"":110,""top"":74,""right"":109,""bottom"":83}",0
54,page-054.png,281405,9c40451e044232f4220303b193141dc9f91a37b487613b6890e025d27b6a35e5,935,1210,96221,0.08504971936182437,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
55,page-055.png,272181,562598f39fe0e29dbddaa937243c07f3a23af416db9da45a79d340294cc90c38,935,1210,91876,0.08120917487956866,"[110,74,825,1128]","{""left"":110,""top"":74,""right"":109,""bottom"":81}",0
56,page-056.png,308177,ed50b343e109898f51a9b92b4f1b3e6c553f7721416d58cfd59bc79806ae6db8,935,1210,109943,0.09717859194767313,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
57,page-057.png,296143,31412a012f949bb79ea2f768d3cfa03035e8d10691a712a4ddc9b8117f814662,935,1210,108416,0.09582887700534759,"[109,72,825,1125]","{""left"":109,""top"":72,""right"":109,""bottom"":84}",0
58,page-058.png,284581,e00839994fcaf90a977543835e12b6b481703e1389af4842750111402ee6c867,935,1210,101898,0.09006761833208114,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
59,page-059.png,307409,0b8b7dbdeabe3810a43ecec1075b60768f72a47b2dffa3c6956ace75613c53ce,935,1210,116659,0.10311486277456136,"[109,74,824,1125]","{""left"":109,""top"":74,""right"":110,""bottom"":84}",0
60,page-060.png,234149,1a82111b0c70a2f70ccff5e28ed9b9f67bde63208b74e591c66fb681dfaaf151,935,1210,84475,0.07466743271313032,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
61,page-061.png,240706,720d8a611a030f9da59a8a77b30dc40e18b3ff57d1d5fe6dc44877f85c26764f,935,1210,88203,0.07796261103990808,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
62,page-062.png,237552,72326444a0548bf9df48fa74d45dced0ac7290f866670eacdbe51114f1288bc4,935,1210,87301,0.07716533345118663,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
63,page-063.png,240702,ac27e2848bb690cb5cdbe3961a2d8092316c9b4da966ff2252dd6cdf377df29b,935,1210,87969,0.0777557784947187,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
64,page-064.png,247694,bc0cd54f834c50677df0984ac572ec3dc883cc80ed7842242228c5960ba6e261,935,1210,94438,0.08347372607946259,"[110,74,825,1025]","{""left"":110,""top"":74,""right"":109,""bottom"":184}",0
65,page-065.png,255725,bee21b742fad27ccd2011951edfbbf13fbe0b9919ef19f146977a02b028d9e0a,935,1210,96374,0.08518495602598665,"[109,175,825,1149]","{""left"":109,""top"":175,""right"":109,""bottom"":60}",0
66,page-066.png,287330,9a019935c194bb79bc3af66fdc21f098c6cb5164f9259010b2973a6c0141f9a9,935,1210,100176,0.08854554293543113,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
67,page-067.png,262210,c1096f45f01d943c914de0b2907b95194ac8fb23120da7a3ffee17fa49caea19,935,1210,88642,0.0783506430370796,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
68,page-068.png,312233,a63c621f2c523877528ae36312622ff857631908ebf07b69e3b660c2683d6953,935,1210,115889,0.10243425995492111,"[110,74,824,1126]","{""left"":110,""top"":74,""right"":110,""bottom"":83}",0
69,page-069.png,241098,30a9cf5ebaacea262d77dec4c6c4b34f567a676cd97fcc0385705622ff00e003,935,1210,82729,0.07312414372210191,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
70,page-070.png,269134,3f1cb2f69b9ad24d93fb9cccb34ed94f21efeb51c57cc739b78e866c28df9260,935,1210,92469,0.08173332744066823,"[110,74,827,1124]","{""left"":110,""top"":74,""right"":107,""bottom"":85}",0
71,page-071.png,306180,052883e8a9fce32e83487a96fbdf8931e324e0a1425d1266d0ead4cc5c7ba760,935,1210,108747,0.09612144782781633,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
72,page-072.png,281172,64fc7b323048c01fde52ea85222222810b878639d8aae1443f0a2f6ebb1a18d7,935,1210,100310,0.08866398550404384,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
73,page-073.png,285840,82b0f11457bb3f4d2f348c2a9e7735319d6e413ac35d7770dd8c3fe571578493,935,1210,104362,0.09224554735492996,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
74,page-074.png,269733,b64cab03c4e172e854df1d9591d0d038bacecb181359345292c9f4f0baee6ee5,935,1210,91488,0.08086622177045123,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
75,page-075.png,275663,3a738e469cb645489b40d0ed59f8de489a1e51a2ce489096e8349edded2fc878,935,1210,99438,0.0878932249082954,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
76,page-076.png,259760,150146d975ff49fe3563a402387aaa43bc499881a1c91698e78c0b0c571ccb2f,935,1210,91426,0.08081141998497371,"[110,74,825,1126]","{""left"":110,""top"":74,""right"":109,""bottom"":83}",0
77,page-077.png,186418,e223644bf9ccb889d83cb73699177c882ee86cd9bed04ef766e049fc896ad95c,935,1210,71157,0.06289565563265126,"[110,74,825,607]","{""left"":110,""top"":74,""right"":109,""bottom"":602}",0
78,page-078.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,0,0.0,null,"{""left"":935,""top"":1210,""right"":935,""bottom"":1210}",0
79,page-079.png,236624,dd81f7701a2a1ae8fbd7a843955c120183aec3f0478a6701c07e107bbc9c7bea,935,1210,90678,0.08015026296018031,"[109,175,824,1149]","{""left"":109,""top"":175,""right"":110,""bottom"":60}",0
80,page-080.png,283632,e135b15b2c8aeb3db97dfb511d8ace4f71958f9e3222bba3bc1c98c63ad3af7a,935,1210,107004,0.0945808105360852,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
81,page-081.png,282821,449906e2b7f30f85eef0918a8590a86bb6b7ff6ced74d0bbed709ec62cc6ecf7,935,1210,96912,0.08566049409996906,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
82,page-082.png,305838,0f7642bfb4e3e32357778e6142dd95aa78caad3835b7ac2ca566de5a4cacbe5f,935,1210,117399,0.10376894860122862,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
83,page-083.png,346414,b89d401ef611cc5c5a07b227c85d04963c2cdb057dc0c503ad36c03d638d450b,935,1210,138280,0.12222565961020021,"[109,74,824,1125]","{""left"":109,""top"":74,""right"":110,""bottom"":84}",0
84,page-084.png,343519,ecc0f89111d36aec25cc12b1d5aaa7db58faa27725421cfdb6e707a1de793b21,935,1210,127692,0.11286692889026384,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
85,page-085.png,305404,0661d51fe1a9683a8e9944ec19d682e25815c452663f8fdd8f5ddede4beb8ecf,935,1210,113286,0.10013346886463075,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
86,page-086.png,295068,8af6d46c9027e106ddd8291cfcb59c0e8d382d041a5b346b1622cf47cb49044e,935,1210,102762,0.09083130772970345,"[110,74,825,1126]","{""left"":110,""top"":74,""right"":109,""bottom"":83}",0
87,page-087.png,281572,caa36599224cfa100e53d4f246de9ee25a048cceb9d72e3f30a819835b7b4e75,935,1210,102729,0.09080213903743316,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
88,page-088.png,270684,7ac843f3bf170ce712768b38e3570cd0a5d1b438344c4fe8bf2e6f68f9b50ca0,935,1210,101291,0.08953109117426084,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
89,page-089.png,214399,059cda077c4205e1687454155a57a30ea4742c9cf9722eab6b0fdec4bf9b6155,935,1210,75681,0.06689441817297918,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
90,page-090.png,187019,9ad160c6f1792a77e5daaaeff11739a10d018ec4d07b4e4b1670e8e0106da987,935,1210,62944,0.05563618685641048,"[110,74,824,1125]","{""left"":110,""top"":74,""right"":110,""bottom"":84}",0
91,page-091.png,352408,ae2de12d186eea08c0d0816f6cf6b6e6d5d42edb9525096ee883e263308165ae,935,1210,137373,0.12142396252264993,"[110,74,824,1128]","{""left"":110,""top"":74,""right"":110,""bottom"":81}",0
92,page-092.png,274672,6c873457440a7c0c4e143a23bd247e10003bb763caeae9d670a9b9fbd7c72f69,935,1210,95098,0.08405709992486853,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
93,page-093.png,302245,9e0c16ef6a9d41f54087ddc61735a5195ee7c2a367e752267f7a15e679e2279c,935,1210,113743,0.10053741105758607,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
94,page-094.png,232855,53698652d37cd0dd4401adbd62d5fa292a673e0d8efd8bd09ac5c431f3560a5c,935,1210,78742,0.06960003535599063,"[109,74,825,1126]","{""left"":109,""top"":74,""right"":109,""bottom"":83}",0
95,page-095.png,257363,02aa6f76ec17c89e9934a0e37acca326bf5a025cebfc828a4b1814875c4baec3,935,1210,95794,0.08467229416184205,"[109,74,824,1125]","{""left"":109,""top"":74,""right"":110,""bottom"":84}",0
96,page-096.png,310457,42b3a7e2337ee2a962df1cd796ec4b09ba79a4b85bd91080884b010427db2367,935,1210,110758,0.09789897025677288,"[110,74,825,1126]","{""left"":110,""top"":74,""right"":109,""bottom"":83}",0
97,page-097.png,320951,5833ee61f4b35b6d8788d1229b6652893be163ae83eb763cc8d507885946ce88,935,1210,114518,0.10122243337605516,"[109,74,825,1122]","{""left"":109,""top"":74,""right"":109,""bottom"":87}",0
98,page-098.png,305353,1fde1b8a0bca07571a35e7a89dbd12b5888a95c7da99c8197406b9fa99e5dcab,935,1210,107961,0.0954267026119238,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
99,page-099.png,29902,67d2026791734f68824546e71bdc49b50305e41c60a53abb4e56600c023909d5,935,1210,7650,0.0067618332081141996,"[110,74,824,187]","{""left"":110,""top"":74,""right"":110,""bottom"":1022}",0
100,page-100.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,0,0.0,null,"{""left"":935,""top"":1210,""right"":935,""bottom"":1210}",0
101,page-101.png,255721,d63683701ef505da724c735380b4d4115092259564818e3d568a5e069ee0c8cb,935,1210,98247,0.08684050028726742,"[110,175,825,1149]","{""left"":110,""top"":175,""right"":109,""bottom"":60}",0
102,page-102.png,276048,89934a4e01b8169294c1546e12d16a5d40eec995507fe41314d90b9a63a2f9e2,935,1210,98896,0.08741415123524993,"[110,74,825,1126]","{""left"":110,""top"":74,""right"":109,""bottom"":83}",0
103,page-103.png,348797,65b35f23fb9d9fd98cc2f5e604babbe90119dcde2e384bae7493b7329878402a,935,1210,137155,0.12123127237371283,"[109,74,824,1123]","{""left"":109,""top"":74,""right"":110,""bottom"":86}",0
104,page-104.png,278784,c72e445c3e9acfb6a157ffb7110c8ac41973f1f9dc97123e3a9221ca30d29340,935,1210,94013,0.0830980686790118,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
105,page-105.png,259551,62e08ebf6df652d9a72451eceeb6191ec3e8e46a5591b20ef179f6cb931e11b3,935,1210,90610,0.08009015777610819,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
106,page-106.png,133225,1e2312fe1d696163e94d6734bebdc81b2746e6a9150c670c389eb20fe698e7da,935,1210,44104,0.038983515269368454,"[109,74,824,565]","{""left"":109,""top"":74,""right"":110,""bottom"":644}",0
107,page-107.png,216304,d7aedccfcf392b8148961d5463145b4447338159a1c69dd7023acddf51f360e4,935,1210,78710,0.0695717505634861,"[110,175,825,1149]","{""left"":110,""top"":175,""right"":109,""bottom"":60}",0
108,page-108.png,275063,28ddf2aa85353b6d84a683fdda1309d3c8c6d26d5e853215c107768383091a78,935,1210,101270,0.08951252927917974,"[109,74,825,1122]","{""left"":109,""top"":74,""right"":109,""bottom"":87}",0
109,page-109.png,265936,8767b525da39b5e22df8d55fa5375b413d40507b9f05ce6a2176da3ee48982f8,935,1210,91813,0.08115348919432536,"[110,74,825,1127]","{""left"":110,""top"":74,""right"":109,""bottom"":82}",0
110,page-110.png,297027,e30eb16d40ae54d1b4a12f3ee0599f8176adea71d0a336969f3e76285f78146b,935,1210,101387,0.08961594555177443,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
111,page-111.png,250266,82948fc596e2430f6a4d0f4c5d4031ce8cc5c7651d1b1a28c901e25e6128d082,935,1210,80916,0.07152163344676714,"[110,74,825,1128]","{""left"":110,""top"":74,""right"":109,""bottom"":81}",0
112,page-112.png,310799,03f1bede827910b0756f0c9d3eacf584437fa8c1c5d6f791cae523670fab7cab,935,1210,109241,0.096558094312105,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
113,page-113.png,183824,0f6e7862287b96d70dcd8925c9860dd2bfccc24daa66189d44b2b6e9caa64523,935,1210,58842,0.05201043001723604,"[110,74,824,871]","{""left"":110,""top"":74,""right"":110,""bottom"":338}",0
114,page-114.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,0,0.0,null,"{""left"":935,""top"":1210,""right"":935,""bottom"":1210}",0
115,page-115.png,250474,1a89be5ad8d544c469711483b75aaf27d23a1b1be8961564588a21c0464b9232,935,1210,91850,0.08118619348565873,"[110,175,825,1148]","{""left"":110,""top"":175,""right"":109,""bottom"":61}",0
116,page-116.png,327287,7fece2a5e0a42223fc0530d4ec09fec27a7769585e484e4815c0c8d51541aa9e,935,1210,116064,0.10258894241393025,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
117,page-117.png,303804,1f0d2fa94b058723b42a07e5c5cca71ee75c2c744150ca164d9f4db55227919d,935,1210,105481,0.09323463119282273,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
118,page-118.png,281626,3a5b3de30384c101a1d115efb674f153012ac09515b808818cf48aba2decfe64,935,1210,97576,0.08624740354443806,"[110,74,825,1125]","{""left"":110,""top"":74,""right"":109,""bottom"":84}",0
119,page-119.png,285572,5de53ae4ef91561e5251e040a153563e6afaba4c464f74396f8850d4159fbdb5,935,1210,99904,0.08830512219914262,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
120,page-120.png,314756,1a56c0ea50371008da181bba6068abf68281d8b488b7784b5baa9bd6b2e9f857,935,1210,112775,0.09968179608432404,"[109,74,825,1126]","{""left"":109,""top"":74,""right"":109,""bottom"":83}",0
121,page-121.png,287445,584387d1d39f43a9e231312d74d8ff5df4c04d49343c8d97704b9fe4d0de8702,935,1210,97336,0.08603526760065408,"[110,74,825,1122]","{""left"":110,""top"":74,""right"":109,""bottom"":87}",0
122,page-122.png,257590,1dd370437e8a1139990f7150eb1cf17b66c2bd7eabac637244c9516f3431918b,935,1210,87700,0.0775180094577275,"[109,74,825,1125]","{""left"":109,""top"":74,""right"":109,""bottom"":84}",0
123,page-123.png,294080,288586c798e9a0f5f9f6463d5f2c3de6a32898bbc28f9825abe47dfc6ea7701b,935,1210,106156,0.09383126353471516,"[109,72,825,1126]","{""left"":109,""top"":72,""right"":109,""bottom"":83}",0
